Unique ID,inventory_year,company_proponent,project_name,province,sector,company_type,group,cleantech,opening inventory flag,freshman flag,graduate flag,dropout flag,construction flag,planned flag,size_bin
787,2021,Commerce Resources,Blue River (Upper Fir) Tantalum/Niobium Project,BC,Mining,Private,Other,No,1,0,0,0,0,0,$100M - $499M
794,2021,Ascot Resources Ltd,Premier Gold Project,BC,Mining,Private,Precious Metal,No,1,0,0,1,0,1,$100M - $499M
798,2021,Paper Excellence,Restart of Pulp Mill and new Biomass Power Generation,SK,Forest,Private,Pulp & Paper,No,1,0,0,0,0,1,$100M - $499M
799,2021,Alton Natural Gas Storage,Natural Gas Storage Facility,NS,Energy,Private,"DER, Storage, EV",Yes,1,0,0,0,0,1,$100M - $499M
800,2021,Joyce Direct Iron Inc.,Joyce Lake DSO (the Attikamagen Project),NL,Mining,Private,Other,No,0,1,0,0,0,1,$100M - $499M
802,2021,Vulcan Materials Company,Black Point Aggregate Project,NS,Mining,Private,Other,No,1,0,0,0,0,1,<$100M
808,2021,Spartan Delta Inception Exploration Ltd.,Greenview Sour Gas plant,AB,Energy,Private,Oil & Gas - Downstream,No,1,0,0,0,0,1,<$100M
815,2021,Vanderwell Contractors,Bioenergy Project,AB,Forest,Private,Other,Yes,1,0,1,0,0,0,<$100M
818,2021,Athabasca Oil Corporation,Hangingstone Oil Sands,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,$500M - $999M
819,2021,Ville de Quao bec,Centre de biomao thanisation de loNagglomao ration de Quao bec (CBAQ),QC,Energy,Private,Waste Biomass,Yes,1,0,0,0,0,0,$100M - $499M
825,2021,Val aoo sociao tao en commandite / Algonquin Power Trust,Parc ao olien Belle-RiviaoAEre,QC,Energy,Private,Clean Electricity,Yes,1,0,0,0,1,0,<$100M
838,2021,Pembina Pipeline Corp.,Canadian Diluent Hub,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,1,0,1,0,$100M - $499M
841,2021,Canadian Natural Resources Limited,Jackfish,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,"$1,000M - $4,999M"
846,2021,ENMAX Energy Corp. / Capital Power Corp,Genesee Generating Units 4 and 5,AB,Energy,Private,Other,Yes,1,0,0,0,0,0,"$1,000M - $4,999M"
847,2021,Cenovus Energy Inc.,Pelican Lake,AB,Energy,Private,Clean Electricity,Yes,1,0,0,1,0,1,"$1,000M - $4,999M"
848,2021,Gascana AB Energy,LNG Production Plant and other facilities,AB,Energy,Private,Oil & Gas - Downstream,No,1,0,0,0,0,1,"$1,000M - $4,999M"
850,2021,Syncrude Canada Ltd.,Stage 4a - MLX-W,AB,Energy,Private,Other,Yes,1,0,0,0,0,1,"$1,000M - $4,999M"
854,2021,ATCO Pipelines,Calgary Urban Pipeline Replacement Project,AB,Energy,Private,Trans & Distr,No,1,0,0,0,0,0,$100M - $499M
857,2021,Bear Head Energy,Bear Head Energy,NS,Energy,Private,Oil & Gas - Downstream,No,1,0,0,0,1,1,"$5,000M+"
858,2021,ConocoPhillips Canada,Surmont (ConocoPhillips),AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,"$5,000M+"
862,2021,Taseko Mines Ltd.,Aley Niobium Project,BC,Mining,Private,Critical Mineral,Yes,1,0,0,0,0,1,$500M - $999M
863,2021,aonergie Saguenay GNL Quao bec inc.,aonergie Saguenay LNG,QC,Energy,Private,Oil & Gas - Downstream,No,1,0,0,0,0,0,"$5,000M+"
868,2021,Teck Coal Ltd.,Baldy Ridge Extension Project,BC,Mining,Private,Coal,No,1,0,0,1,0,1,"$1,000M - $4,999M"
873,2021,Orca LNG Ltd.,Orca LNG,BC,Energy,Private,Oil & Gas - Downstream,No,0,1,0,0,0,1,Unknown
885,2021,Pacific Northern Gas Ltd.,Pacific Northern Gas Pipeline Looping Project,BC,Energy,Private,Trans & Distr,No,1,0,0,0,0,1,$100M - $499M
893,2021,PRISM Diversifed Ltd.,Clear Hills Project,AB,Mining,Private,Other,No,1,0,0,0,0,0,$100M - $499M
894,2021,Newmont Goldcorp Corp.,Coffee Gold Mine,YK,Mining,Private,Precious Metal,No,1,0,0,1,0,1,$100M - $499M
900,2021,Hydro-Quebec,Projet Chamouchouane-BDI & Poste Judith-Jasmin,QC,Energy,Public,Clean Electricity,Yes,1,0,1,0,0,0,"$1,000M - $4,999M"
906,2021,Northern Blizzard Resources Inc.,Pirtuk,AB,Energy,Private,Other,Yes,1,0,0,0,0,1,$100M - $499M
918,2021,Northern Cross Ltd.,Eagle Plains Oil and Gas Exploration,YK,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,0,$100M - $499M
919,2021,ATAC Resources Ltd.,Rackla Gold Project (Tiger Deposit),YK,Mining,Private,Precious Metal,No,1,0,0,1,0,1,$100M - $499M
928,2021,Interfor Corporation,Mill upgrade,BC,Forest,Private,Pulp & Paper,No,1,0,0,0,0,0,<$100M
936,2021,Mines Agnico Eagle ltee,Akasaba West Copper-Gold Mine,QC,Mining,Private,Precious Metal,No,1,0,0,0,1,1,<$100M
937,2021,"Canada Stewart Energy Group Ltd. (Northwest World Energy Services, Great United Petroleum Holding Co. Ltd.)",Canada Stewart Energy LNG Project,BC,Energy,Private,Oil & Gas - Downstream,No,1,0,0,0,0,1,Unknown
938,2021,Cedar LNG (partnership between Pembina Pipeline Corporation and Haisla Nation),Cedar LNG,BC,Energy,Private,Oil & Gas - Downstream,No,1,0,0,0,0,1,Unknown
939,2021,NewTimes Energy Ltd.,NewTimes Energy,BC,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,Unknown
942,2021,Watson Island LNG Corporation,Watson Island LNG,BC,Energy,Private,Oil & Gas - Downstream,No,1,0,0,0,0,1,Unknown
943,2021,"Tilbury Jetty Marine Partnership (Fortis, Seaspan, Shell)",Tilbury Marine Jetty,BC,Energy,Private,Oil & Gas - Downstream,No,1,0,0,0,0,1,$100M - $499M
944,2021,Vale Newfoundland and Labrador Limited,Underground Mine Development,NL,Mining,Private,Precious Metal,No,1,0,1,0,0,0,"$1,000M - $4,999M"
952,2021,Glencore,Raglan(phase 2),QC,Mining,Private,Other,No,1,0,0,0,0,0,"$1,000M - $4,999M"
956,2021,Altalink,Chapel Rock to Pincher Creek Area Transmission Development,AB,Energy,Private,Trans & Distr,No,1,0,0,0,1,1,$500M - $999M
957,2021,Atrum Coal,Groundhog Project Anthracite Coal Mine,BC,Mining,Private,Coal,No,1,0,0,0,0,1,$100M - $499M
958,2021,BC Hydro,Tofino and Ahousaht LongTerm Power Supply,BC,Energy,Public,Trans & Distr,No,1,0,1,0,0,0,<$100M
964,2021,BC Hydro,Fort St. John and Taylor Electrical Supply,BC,Energy,Public,Clean Electricity,Yes,1,0,1,0,0,0,<$100M
965,2021,BC Hydro,G.M. Shrum Units 1 to 10 Control Systems Upgrade Project,BC,Energy,Public,Other,Yes,1,0,0,0,0,0,<$100M
970,2021,Creative Energy Vancouver Platforms Inc.,Creative Energy Plant,BC,Energy,Private,Clean Electricity,Yes,1,0,0,0,1,1,$100M - $499M
972,2021,Eagle Spirit Energy Holdings Ltd./Aquilini Group,ESE Synthetic Crude Pipeline,BC,Energy,Private,Trans & Distr,No,1,0,0,0,0,1,"$5,000M+"
974,2021,Enbridge/ Borealis Inc./ Kitselas First Nation,Lakelse Geothermal Power Plant,BC,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,<$100M
979,2021,Kitsault Energy Ltd. of Canada,Kitsault LNG Facility,BC,Energy,Private,Oil & Gas - Downstream,No,1,0,0,0,0,1,Unknown
980,2021,Kruger Energy Inc.,Isle Pierre Wind Farm,BC,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,$100M - $499M
983,2021,Red Willow Wind LP,Red Willow Wind Farm,BC,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,$100M - $499M
996,2021,"AltaLink, ATCO",Central East Area Transmission Development,AB,Energy,Private,Trans & Distr,No,1,0,0,0,0,1,<$100M
1002,2021,"Ministere du developpement durable, de l'environnement et des parcs",Refection du barrage des Quinze,QC,Energy,Private,Other,Yes,1,0,0,0,0,0,<$100M
1003,2021,Churchill Falls (Labrador) Corporation,Electric Utility Capital Expenditures,NL,Energy,Private,Other,Yes,1,0,0,0,1,0,<$100M
1010,2021,Newfoundland Power Inc.,Electric Utility Capital Program,NL,Energy,Private,Clean Electricity,Yes,1,0,0,0,1,0,<$100M
1015,2021,Newfoundland and Labrador Hydro,Various (2016 Capital Program),NL,Energy,Public,Clean Electricity,Yes,1,0,0,0,1,0,$100M - $499M
1023,2021,Nukik Corp.,Kivalliq Hydro Fibre Link,Multi,Energy,Public,Clean Electricity,Yes,1,0,0,0,1,1,$500M - $999M
1024,2021,NextBridge,East-West Tie Transmission Project,ON,Energy,Private,Trans & Distr,No,1,0,0,0,0,0,$500M - $999M
1026,2021,Hydro-Quebec,Rehabilitation de la centrale Robert-Bourassa,QC,Energy,Public,Clean Electricity,Yes,1,0,0,0,1,0,Unknown
1028,2021,Alamos Gold Inc.,Island Gold Expansion,ON,Mining,Private,Precious Metal,No,1,0,0,0,1,0,<$100M
1034,2021,Fission Uranium Corp.,Patterson Lake South,SK,Mining,Private,Critical Mineral,Yes,1,0,0,0,1,1,"$1,000M - $4,999M"
1036,2021,Enbridge Pipelines Inc.,Line 3 Replacement Project,Multi,Energy,Private,Trans & Distr,No,1,0,1,0,0,0,"$1,000M - $4,999M"
1037,2021,"Western LNG, Nisga'a Nation, Rockies LNG Partners",Ksi Lisims LNG,BC,Energy,Private,Oil & Gas - Downstream,No,0,1,0,0,0,1,Unknown
1039,2021,Daishowa Marubeni Intl Ltd.,Steeper Energy - HydrofactionTM Oil from wood,AB,Forest,Private,Other,Yes,1,0,0,0,0,0,<$100M
1041,2021,"Energie hydroelectrique Pessamit, Societe en commandite",Centrale hydroelectrique des chutes du six milles,QC,Energy,Public,Clean Electricity,Yes,1,0,0,1,0,0,<$100M
1042,2021,BMC Minerals Ltd.,Kudz Ze Kayah,YK,Mining,Private,Other,No,1,0,0,0,1,1,$100M - $499M
1045,2021,Northern Energy Solutions (NES),NES Wood Pellet Plant,NB,Forest,Private,Other,Yes,1,0,0,0,0,1,<$100M
1048,2021,9139-3991 Quao bec Inc (Les Industries JPB),Centrale de cogao nao ration Valleyfied,QC,Energy,Private,Other,Yes,1,0,0,0,0,0,Unknown
1049,2021,"Energie hydroelectrique Pessamit, Societe en commandite",Centrale hydroelectrique de la chute du quatre milles,QC,Energy,Public,Clean Electricity,Yes,1,0,0,0,1,1,<$100M
1050,2021,"Manouane Sipi, Societe en commandite",Centrale hydroelectrique Manouane Sipi (Dam B),QC,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,<$100M
1052,2021,Howse Minerals Limited,Howse Property Direct Shipping Ore Mine,NL,Mining,Private,Precious Metal,No,1,0,0,0,0,0,$100M - $499M
1056,2021,FPInnovations et Bioao nergie La Tuque,Vision La Tuque 2023,QC,Forest,Private,Other,Yes,1,0,0,1,0,1,$500M - $999M
1057,2021,Pacific Future Energy,Pacific Future Energy Oil Refinery,BC,Energy,Private,Oil & Gas - Downstream,No,1,0,0,0,0,1,"$5,000M+"
1058,2021,Protocol Biomass,Pellet Plant,ON,Forest,Private,Other,Yes,1,0,0,0,0,0,<$100M
1061,2021,Tembec (General Partnership),Specialty Cellulose Upgrade (digesters change),QC,Forest,Private,Pulp & Paper,No,1,0,0,1,0,1,$100M - $499M
1063,2021,NTPC,Taltson Hydroelectricity Expansion Project (Phase 1),NT,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,"$1,000M - $4,999M"
1067,2021,Sayona Quebec inc.,Authier,QC,Mining,Private,Other,No,1,0,0,0,0,1,<$100M
1074,2021,Athabasca Oil Sands Corporation,Kai Kos Dehseh,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,Unknown
1076,2021,OSum Oil Sands Corp.,Orion,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,Unknown
1077,2021,Cenovus Energy Inc.,Christina Lake,AB,Energy,Private,Other,Yes,1,0,0,0,0,1,$500M - $999M
1078,2021,ConocoPhillips Canada Limited,Surmont 2,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,"$1,000M - $4,999M"
1079,2021,Japan Canada Oil Sands Limited (JACOS),Hangingstone,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,"$1,000M - $4,999M"
1080,2021,Suncor Energy Inc.,Meadow Creek,AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,Unknown
1081,2021,Sunshine Oilsands Ltd.,Thickwood,AB,Energy,Private,Waste Biomass,Yes,1,0,0,0,0,1,Unknown
1082,2021,Cenovus Energy Inc.,Narrows Lake,AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,"$1,000M - $4,999M"
1083,2021,Value Creation Inc.,Heartland Upgrader,AB,Energy,Private,Oil & Gas - Downstream,No,1,0,0,0,0,1,Unknown
1084,2021,Penn West,Seal,AB,Energy,Private,Other,Yes,1,0,0,0,0,1,Unknown
1086,2021,ConocoPhillips Canada Limited,Surmont,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,Unknown
1088,2021,Husky Energy Inc.,Spruce Lake Central,SK,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,0,$100M - $499M
1089,2021,Husky Energy Inc.,Spruce Lake North,SK,Energy,Private,Clean Electricity,Yes,1,0,0,0,1,0,$100M - $499M
1090,2021,Value Creation Inc.,Heartland Upgrader,AB,Energy,Private,Oil & Gas - Downstream,No,1,0,0,0,1,1,Unknown
1091,2021,PTTEP Canada Limited,Mariana,AB,Energy,Private,Other,Yes,1,0,0,0,0,1,Unknown
1092,2021,Imperial Oil Ltd.,Cold Lake SAGD,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,Unknown
1093,2021,Athabasca Oil Sands Corporation,Hangingstone,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,Unknown
1094,2021,Imperial Oil Limited,Syncrude Mildred Lake Extension,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,Unknown
1095,2021,MEG Energy Corp.,May River,AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,"$5,000M+"
1096,2021,BP Plc,Terre De Grace,AB,Energy,Private,Other,Yes,1,0,0,0,0,1,Unknown
1097,2021,Canadian Natural Resources Limited,CCS Follow UP,AB,Energy,Private,"DER, Storage, EV",Yes,1,0,0,0,0,1,Unknown
1098,2021,Lacrina Energy,Saleski JV (Laricina/Osum),AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,Unknown
1099,2021,Nexxen,Long Lake,AB,Energy,Private,Other,Yes,1,0,0,0,0,0,Unknown
2000,2021,E-T Energy Ltd.,Popular Creek,AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,1,1,Unknown
2001,2021,Sunshine Oilsands Ltd.,Thickwood (Sunshine),AB,Energy,Private,Waste Biomass,Yes,1,0,0,0,0,1,Unknown
2002,2021,Sunshine Oilsands Ltd.,Harper,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,Unknown
2003,2021,Devon Oil Canada,Pike (Formely Kirby),AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,Unknown
2004,2021,Husky Energy Inc.,Mcmullin,AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,Unknown
2005,2021,Cenovus Energy Inc.,Ravin Ridge and Wallace Creek,AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,Unknown
2007,2021,Lacrina Energy,Burnt Lakes,AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,Unknown
2008,2021,Lacrina Energy,"Conn Creek, Germain and Popular Creek",AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,Unknown
2009,2021,Athabasca Oil Sands Corporation,Dover West Carbonites and Clastics,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,Unknown
2016,2021,Goldcorp Inc.,Musselwhite Materials Handling Project,ON,Mining,Private,Precious Metal,No,1,0,1,0,0,0,$100M - $499M
2020,2021,PEI Energy Corporation,PEIEC Wind Farm #5,ON,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,<$100M
2048,2021,Nation Rise Wind Farm Limited Partnership,Nation Rise Wind,ON,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,0,$100M - $499M
2059,2021,Aeolis / Boralex,Hackney Hills Wind Park (Aeolis / Boralex),BC,Energy,Private,Other,Yes,0,1,0,0,1,1,<$100M
2060,2021,Pacific Future Energy,Pacific Future Energy Refinery Project,BC,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,0,<$100M
2061,2021,Manitoba Hydro,Manitoba-Saskatchewan Transmission Projecct,MB,Energy,Public,Trans & Distr,No,1,0,1,0,1,0,<$100M
2062,2021,Manitoba Hydro,Pine Falls Units 1-4 Major Overhauls,MB,Energy,Public,Clean Electricity,Yes,1,0,0,0,0,0,<$100M
2064,2021,Manitoba Hydro,Letellier - St. Vital 230kV Transmission,MB,Energy,Public,Trans & Distr,No,1,0,0,0,1,0,<$100M
2065,2021,Manitoba Hydro,Transmission Line Upgrades for Improved Clearance,MB,Energy,Public,Trans & Distr,No,1,0,0,0,1,0,<$100M
2066,2021,Manitoba Hydro,Steinbach Area 230-66kV Capacity Enhancements,MB,Energy,Public,Other,Yes,1,0,1,0,1,0,<$100M
2072,2021,Baffinland Iron Mines Corporation,Mary River Iron Ore project,NU,Mining,Private,Base Metal,No,1,0,0,0,0,1,"$1,000M - $4,999M"
2076,2021,Nalcor Energy,Labrador Transmission Assets,NL,Energy,Private,Trans & Distr,No,1,0,1,0,0,0,$500M - $999M
2078,2021,Algonquin Power & Utilities Corp.,Wind Project,SK,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,0,$100M - $499M
2082,2021,SaskPower,Proposed Natural Gas Power Station,SK,Energy,Public,NG Power Gen,No,0,1,0,0,1,0,$500M - $999M
2083,2021,Ressources Falco ltee,Horne 5,QC,Mining,Private,Other,No,1,0,0,0,1,1,$500M - $999M
2087,2021,Canadian Malartic GP,Canadian Malartic,QC,Mining,Private,Other,No,1,0,0,0,0,0,$100M - $499M
2092,2021,Miniere Osisko Inc.,Lac Windfall,QC,Mining,Private,Other,No,1,0,0,0,1,1,$100M - $499M
2093,2021,Nouveau Monde Graphite inc.,Matawinie,QC,Mining,Private,Other,No,1,0,0,0,0,1,$100M - $499M
2108,2021,White Birch Paper,Fiber extraction for bioplastics,QC,Forest,Private,Other,Yes,1,0,0,0,0,0,<$100M
2110,2021,"Nation Innue, RES et Boralex",Apuiat,QC,Energy,Private,Other,Yes,1,0,0,0,1,1,$500M - $999M
2111,2021,Finaxo Canada inc.,Cogao nao ration Bedford,QC,Energy,Private,Other,Yes,1,0,0,0,0,1,Unknown
2113,2021,"aonergie LSQ, S.E.C.",aonergie LSQ,QC,Energy,Private,Other,Yes,1,0,0,0,0,1,Unknown
2114,2021,Chantiers Chibougamau inc.,Centrale de cogeneration Assinica,QC,Energy,Private,Other,Yes,1,0,0,0,0,0,Unknown
2115,2021,Cogeneration Val-d'Or,Cogeneration Val-d'Or,QC,Energy,Private,Other,Yes,1,0,0,0,1,1,<$100M
2118,2021,Pembina Pipeline Corp. and Petrochemical Industries Company,Propylene and Polypropylene Facility,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,0,"$1,000M - $4,999M"
2119,2021,Inter Pipeline,Propane Dehydrogenation (PDH) Facility,AB,Energy,Private,Clean Electricity,Yes,1,0,0,1,0,0,"$1,000M - $4,999M"
2121,2021,Ainsworth Energy Co. Ltd.,Anahim Lake Bioenergy Project,BC,Energy,Private,Waste Biomass,Yes,1,0,0,0,1,1,<$100M
2122,2021,Yun Ka Whu'ten Holdings,Biomass Project - Anahim Lake,BC,Energy,Private,Waste Biomass,Yes,1,0,0,0,0,1,<$100M
2123,2021,Ainsworth Energy Co. Ltd.,Tumbler Ridge Bioenergy Project,BC,Energy,Private,Waste Biomass,Yes,1,0,0,0,0,1,<$100M
2124,2021,Nations Energy Corp.,Biomass Project - Kamloops,BC,Energy,Private,Waste Biomass,Yes,1,0,0,0,0,1,<$100M
2126,2021,CNRL / NRC / Pond Biofuels,Algae Carbon Conversion Pilot Project,AB,Energy,Private,CCUS,Yes,1,0,0,0,0,1,<$100M
3002,2021,La Granaduiere,Pellet Plant,QC,Forest,Private,Other,Yes,1,0,0,0,0,0,<$100M
3101,2021,Frontier Lithium Inc.,Pakeagama Lake,ON,Mining,Private,Critical Mineral,Yes,1,0,0,0,1,1,$100M - $499M
3103,2021,Goldcorp Inc.,Porcupine (Century),ON,Mining,Private,Precious Metal,No,1,0,0,0,0,0,"$1,000M - $4,999M"
3104,2021,Gensource Potash Corp,Vanguard,SK,Mining,Private,Other,No,1,0,0,1,0,1,$100M - $499M
3105,2021,Ram River Coal,Aries,AB,Mining,Private,Coal,No,1,0,0,0,0,1,"$1,000M - $4,999M"
3106,2021,Glencore plc,Onaping Depth,ON,Mining,Private,Other,No,1,0,0,0,0,0,$500M - $999M
3200,2021,Innergex Renewable Energy Inc.,Big Creek Hydroelectric,BC,Energy,Private,Clean Electricity,Yes,1,0,0,0,1,0,Unknown
3202,2021,BC Hydro,BC Hydro Upgrade Alberni/Long Beach Transmission Line,BC,Energy,Public,Clean Electricity,Yes,1,0,0,1,0,1,Unknown
3204,2021,Canadian Nuclear Laboratories,Port Hope Long-Term Waste Management Facility for Low-Level Radioactive Waste,ON,Energy,Private,Waste Biomass,Yes,1,0,0,0,0,0,Unknown
3206,2021,Hydro-Quebec,New England Clean Energy Connect (NECEC) project,QC,Energy,Public,Clean Electricity,Yes,1,0,0,0,1,1,$500M - $999M
3208,2021,"Transmission Developers Inc. (TDI),",Transmission Line - Champlain Hudson Power Express,QC,Energy,Private,Trans & Distr,No,1,0,0,0,0,1,"$1,000M - $4,999M"
3211,2021,Dahl Creek Hydro Power Limited Partnership,Dahl Creek Hydroelectric Project,BC,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,Unknown
3215,2021,Dokie Phase II Wind Power Project,0,BC,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,0,$100M - $499M
3400,2021,Nova Chemicals,Polyethylene Facility and Corunna Cracker Expansion,ON,Energy,Private,Oil & Gas - Downstream,No,1,0,0,1,0,0,"$1,000M - $4,999M"
3401,2021,Dow Chemical,Expansion of Fort Saskatchewan Facility,AB,Energy,Private,Other,Yes,1,0,0,0,1,0,$100M - $499M
3402,2021,Dow Chemical Canada,Dow Net-Zero Polyethylene and Ethylene Derivatives Facility,AB,Energy,Private,Clean Electricity,Yes,1,0,0,1,0,1,"$5,000M+"
3501,2021,Husky Energy Inc.,Husky Energy Exploration Drilling Project,NL,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,$100M - $499M
3502,2021,BP Canada,Newfoundland Orphan Basin Exploration Drilling Project,NL,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,$100M - $499M
3503,2021,Nexen,Nexen Energy Flemish Pass Exploration Drilling Project,NL,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,1,$100M - $499M
3504,2021,Statoil Canada,Flemish Pass Exploration Drilling Project,NL,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,0,0,$500M - $999M
3507,2021,Resolute,Capacity increase,QC,Forest,Private,Pulp & Paper,No,1,0,0,1,0,1,<$100M
3509,2021,Wataynikaneyap Power,Wataynikaneyap Transmission Project,ON,Energy,Private,Trans & Distr,No,1,0,0,0,0,0,"$1,000M - $4,999M"
3600,2021,Fibre Pontiac,Fibre Pontiac (The Biomass Conversion Centre),QC,Energy,Private,Waste Biomass,Yes,1,0,0,0,1,1,$100M - $499M
3601,2021,PEI Energy Corporation,Slemon Park Micro-Grid Project,PE,Energy,Private,Trans & Distr,No,1,0,0,0,0,1,<$100M
3603,2021,Maritime Resources Corp.,Hammerdown (Green Bay),NL,Mining,Private,Precious Metal,No,1,0,0,0,0,1,<$100M
3604,2021,AuMEGA (previously Matador Mining Limited),Cape Ray,NL,Mining,Private,Other,No,1,0,0,0,0,1,<$100M
3610,2021,Telkwa Mining Ltd.,Tenas Project,BC,Mining,Private,Coal,No,1,0,0,0,0,1,<$100M
3615,2021,NB Power,Advanced Meter Infrastructure,NB,Energy,Public,Waste Biomass,Yes,1,0,0,0,0,1,<$100M
3617,2021,St Barbara Ltd.,Beaver Dam Gold Project,NS,Mining,Private,Other,No,1,0,0,0,0,1,$100M - $499M
3621,2021,Greengate Power Corporation,Travers Solar Project,AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,0,$500M - $999M
3622,2021,CVW Cleantech,Titanium and Zircon Extraction Facility,AB,Mining,Private,Critical Mineral,Yes,1,0,0,0,1,1,$100M - $499M
3627,2021,Pembina Pipelines Corp.,Empress Extraction Plant Fractionation and Terminalling Facilities,AB,Energy,Private,Oil & Gas - Upstream,No,1,0,1,0,0,0,$100M - $499M
3628,2021,EPCOR,EL Smith Solar Farm,AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,<$100M
3629,2021,NOVA Gas Transmission Ltd.,2019 NOVA NGTL Expansion (Montney and Duvernay Basins),AB,Energy,Private,Other,Yes,1,0,1,0,0,0,"$1,000M - $4,999M"
3630,2021,Field Upgrading,CleanSEAS Demonstration Plant,AB,Energy,Private,Waste Biomass,Yes,1,0,0,0,0,1,$100M - $499M
3631,2021,Gen III Oil Corp.,Bowden Re-refinery,AB,Energy,Private,Oil & Gas - Downstream,No,1,0,0,0,0,1,<$100M
3632,2021,Old Elm Wind Farm,Alberta Wind Energy Corp.,AB,Energy,Private,Clean Electricity,Yes,1,0,0,0,0,1,$100M - $499M
3633,2021,Tidewater Midstream,Dimsdale Gas Project,AB,Energy,Private,Other,Yes,1,0,0,0,0,0,$100M - $499M
3635,2021,Tidewater Midstream/TransAlta,Tidewater/TransAlta Gas Pipeline,AB,Energy,Private,Trans & Distr,No,1,0,0,1,0,0,$100M - $499M
3636,2021,Imperial Oil Ltd.,Kearl Debottlenecking Expansion,AB,Energy,Private,Other,Yes,1,0,0,1,0,0,$500M - $999M
3637,2021,Keyera Corp.,North Wapiti Pipeline System,AB,Energy,Private,Trans & Distr,No,1,0,0,1,0,0,$100M - $499M
3638,2021,Kirkland Lake Gold Ltd.,Macassa Expansion,ON,Mining,Private,Other,No,1,0,0,1,0,0,$100M - $499M
3639,2021,Harte Gold Corp.,Sugar Zone,ON,Mining,Private,Precious Metal,No,0,1,0,0,1,1,$100M - $499M
3641,2021,Manitoba Hydro,Laverendrye-St.Vital 230kV Line & Breakers,MB,Energy,Public,Trans & Distr,No,1,0,0,0,0,0,<$100M
3642,2021,Manitoba Hydro,Reenders Station,MB,Energy,Public,Clean Electricity,Yes,1,0,0,0,1,0,<$100M
3643,2021,Manitoba Hydro,Dorsey Synchronous Condenser Refurbishment,MB,Energy,Public,Clean Electricity,Yes,1,0,0,0,1,0,<$100M
3644,2021,Manitoba Hydro,HVDC Transformer Sustainment,MB,Energy,Public,Trans & Distr,No,1,0,0,0,1,0,$100M - $499M
3645,2021,Equinor Canada,Bay du Nord offshore oil site,NL,Energy,Private,Oil & Gas - Upstream,No,1,0,0,0,1,1,"$5,000M+"
4000,2021,Hydro One,Northwest Bulk Transmission Line Waasigan Transmission Line,ON,Energy,Public,Trans & Distr,No,1,0,0,0,0,1,Unknown
4001,2021,Hydro One,Hawthorne to Merivale transmission upgrades (Planned),ON,Energy,Public,Trans & Distr,No,1,0,0,0,0,1,<$100M
