unique_id,year,company,project,loation,province,status,sector,project_cost,latitude_1,longitude_1,company_type,group,cleantech,abbreviation,planning,construction,active,graduate,dropout
293,2019,Capstone Infrastructure Corporation,Wild Rose' Wind Farm (Phase 2),Cypress County (S of Irvine),AB,Approved,Energy,400,49.9561,-110.2658,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
293,2020,Capstone Infrastructure Corporation,Wild Rose' Wind Farm (Phase 2),Cypress County (S of Irvine),AB,Approved,Energy,400,49.95608,-110.265759,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
293,2021,Capstone Infrastructure Corporation,Wild Rose' Wind Farm (Phase 2),Cypress County (S of Irvine),AB,Approved,Energy,500,49.95608,-110.265759,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
293,2022,Capstone Infrastructure Corporation,Wild Rose' Wind Farm (Phase 2),Cypress County (S of Irvine),AB,Approved,Energy,300,49.95608,-110.265759,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
293,2023,Capstone Infrastructure Corporation,Wild Rose' Wind Farm (Phase 2),Cypress County (S of Irvine),AB,Approved,Energy,300,49.95608,-110.265759,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
293,2024,Capstone Infrastructure Corporation,Wild Rose' Wind Farm (Phase 2),Cypress County (S of Irvine),AB,Under Construction,Energy,300,49.95608,-110.265759,Private,Clean Electricity,Yes,EN-CLEL,0,1,1,0,0
294,2019,NB Power,Mactaquac Dam upgrades,Saint John River,NB,In Review,Energy,2900,45.9544,-66.8679,Public,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
294,2020,NB Power,Mactaquac Dam upgrades,Saint John River,NB,In Review,Energy,2900,45.954442,-66.867918,Public,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
294,2021,NB Power,Mactaquac Dam upgrades,Saint John River,NB,In Review,Energy,3250,45.954442,-66.867918,Public,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
294,2022,NB Power,Mactaquac Dam upgrades,Saint John River,NB,In Review,Energy,3250,45.954442,-66.867918,Public,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
294,2023,NB Power,Mactaquac Dam upgrades,Saint John River,NB,In Review,Energy,3250,45.954442,-66.867918,Public,Clean Electricity,Yes,EN-CLEL,1,0,0,0,1
298,2017,NB Power and Partners,Smart Grid Investments Phase,Various locations across NB (St. John),NB,Under Construction,Energy,150,45.27518,-66.068563,Public,Trans & Distr,No,EN-T&D,0,1,1,0,0
298,2019,NB Power and Partners,Smart Grid Investments Phase,Various locations across NB (St. John),NB,In Review,Energy,227,45.2752,-66.0686,Public,Trans & Distr,No,EN-T&D,1,0,1,0,0
298,2020,NB Power and Partners,Smart Grid Investments Phase,Various locations across NB (St. John),NB,In Review,Energy,223,45.27518,-66.068563,Public,Trans & Distr,No,EN-T&D,1,0,1,0,0
298,2021,NB Power and Partners,Smart Grid Investments Phase,Various locations across NB (St. John),NB,Under Construction,Energy,223,45.27518,-66.068563,Public,Trans & Distr,No,EN-T&D,0,1,1,0,0
298,2022,NB Power and Partners,Smart Grid Investments Phase,Various locations across NB (St. John),NB,Under Construction,Energy,223,45.27518,-66.068563,Public,Trans & Distr,No,EN-T&D,0,1,1,0,0
298,2023,NB Power and Partners,Smart Grid Investments Phase,Various locations across NB (St. John),NB,Under Construction,Energy,223,45.27518,-66.068563,Public,Trans & Distr,No,EN-T&D,0,1,1,0,0
298,2024,NB Power and Partners,Smart Grid Investments Phase,Various locations across NB (St. John),NB,Under Construction,Energy,147,45.27518,-66.068563,Public,Trans & Distr,No,EN-T&D,0,1,1,0,0
299,2017,Nemaska Lithium inc.,Whabouchi,James Bay,QC,Under Construction,Mining,570,51.682,-75.855,Private,Critical Mineral,Yes,MIN-CM,0,1,1,0,0
299,2018,Nemaska Lithium inc.,Whabouchi,James Bay,QC,Approved,Mining,1070,51.682,-75.855,Private,Critical Mineral,Yes,MIN-CM,1,0,1,0,0
299,2019,Nemaska Lithium inc.,Whabouchi,James Bay,QC,Under Construction,Mining,801,51.682,-75.855,Private,Critical Mineral,Yes,MIN-CM,0,1,1,0,0
299,2022,Nemaska Lithium inc.,Whabouchi,James Bay,QC,In Review,Mining,1268.619,51.682,-75.855,Private,Critical Mineral,Yes,MIN-CM,1,0,1,0,0
299,2023,Nemaska Lithium inc.,Whabouchi,James Bay,QC,Under Construction,Mining,1652,51.682,-75.855,Private,Critical Mineral,Yes,MIN-CM,0,1,1,0,0
299,2024,Nemaska Lithium inc.,Whabouchi,James Bay,QC,Under Construction,Mining,1268,51.682,-75.855,Private,Critical Mineral,Yes,MIN-CM,0,1,1,0,0
306,2017,BluEarth Renewables,Hand Hills' Wind Farm (78MW),Starland County (E of Delia),AB,Approved,Energy,200,51.632563,-112.373964,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
306,2018,BluEarth Renewables,Hand Hills' Wind Farm (78MW),Starland County (E of Delia),AB,Approved,Energy,200,51.632563,-112.373964,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
306,2019,BluEarth Renewables,Hand Hills' Wind Farm (130MW),Starland County (E of Delia),AB,Approved,Energy,200,51.6326,-112.374,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
306,2020,BluEarth Renewables,Hand Hills' Wind Farm (130MW),Starland County (E of Delia),AB,Approved,Energy,200,51.632563,-112.373964,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
306,2021,BluEarth Renewables,Hand Hills' Wind Farm,Starland County (E of Delia),AB,Announced & Planning,Energy,250,51.632563,-112.373964,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
306,2022,BluEarth Renewables,Hand Hills' Wind Farm,Starland County (E of Delia),AB,Under Construction,Energy,250,51.632563,-112.373964,Private,Clean Electricity,Yes,EN-CLEL,0,1,1,0,0
306,2023,BluEarth Renewables,Hand Hills' Wind Farm,Starland County (E of Delia),AB,Under Construction,Energy,250,51.632563,-112.373964,Private,Clean Electricity,Yes,EN-CLEL,0,1,0,1,0
308,2021,Agnico-Eagle Mines Limited,Hope Bay Gold (Doris North and Hope Bay Belt),130 km south of Cambridge Bay,NU,Announced & Planning,Mining,683,68.058,-106.595,Private,Precious Metal,No,MIN-PM,1,0,1,0,0
308,2022,Agnico-Eagle Mines Limited,Hope Bay Gold (Doris North and Hope Bay Belt),130 km south of Cambridge Bay,NU,Approved,Mining,682.772,68.1375,-106.61,Private,Precious Metal,No,MIN-PM,1,0,0,0,1
309,2020,Nomis Power Corp - Rupert Peace Power Corp,Nahwitti Wind Farm,Port Hardy,BC,Announced & Planning,Energy,400,51.013755,-127.642456,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
309,2021,Rupert Peace Power Corporation,Nahwitti Wind Farm,Port Hardy,BC,Announced & Planning,Energy,400,51.013755,-127.642456,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
309,2022,Rupert Peace Power Corporation,Nahwitti Wind Farm,Port Hardy,BC,Announced & Planning,Energy,400,51.013755,-127.642456,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
309,2023,Rupert Peace Power Corporation,Nahwitti Wind Farm,Port Hardy,BC,Announced & Planning,Energy,400,51.013755,-127.642456,Private,Clean Electricity,Yes,EN-CLEL,1,0,0,0,1
314,2017,Ring of Fire Metals Pty Ltd.,Eagle's Nest (McFaulds Lake),Webequie,ON,In Review,Mining,609,52.743,-86.25,Private,Critical Mineral,Yes,MIN-CM,1,0,1,0,0
314,2018,Ring of Fire Metals Pty Ltd.,Eagle's Nest (McFaulds Lake),Webequie,ON,In Review,Mining,609,52.743,-86.25,Private,Critical Mineral,Yes,MIN-CM,1,0,1,0,0
314,2019,Ring of Fire Metals Pty Ltd.,Eagle's Nest (McFaulds Lake),Webequie,ON,In Review,Mining,609,52.743,-86.25,Private,Critical Mineral,Yes,MIN-CM,1,0,1,0,0
314,2020,Ring of Fire Metals Pty Ltd.,Eagle's Nest (McFaulds Lake),Webequie,ON,In Review,Mining,609.4,52.743,-86.25,Private,Critical Mineral,Yes,MIN-CM,1,0,1,0,0
314,2021,Ring of Fire Metals Pty Ltd.,Eagle's Nest (McFaulds Lake),Webequie,ON,Announced & Planning,Mining,609.4,52.743,-86.25,Private,Critical Mineral,Yes,MIN-CM,1,0,1,0,0
314,2022,Ring of Fire Metals Pty Ltd.,Eagle's Nest (McFaulds Lake),Webequie,ON,Approved,Mining,609,52.741,-86.30086,Private,Critical Mineral,Yes,MIN-CM,1,0,1,0,0
314,2023,Ring of Fire Metals Pty Ltd.,Eagle's Nest (McFaulds Lake),Webequie,ON,Approved,Mining,609,52.741,-86.30086,Private,Critical Mineral,Yes,MIN-CM,1,0,1,0,0
314,2024,Ring of Fire Metals Pty Ltd.,Eagle's Nest (McFaulds Lake),Webequie,ON,Approved,Mining,609,52.741,-86.30086,Private,Critical Mineral,Yes,MIN-CM,1,0,1,0,0
315,2018,North American Palladium,Lac des Iles palladium mine (expansion),Thunder Bay,ON,Announced & Planning,Mining,69.16,49.172269,-89.654032,Private,Precious Metal,No,MIN-PM,1,0,1,0,0
315,2019,North American Palladium,Lac des Iles palladium mine (expansion),Thunder Bay,ON,Announced & Planning,Mining,425,49.1723,-89.654,Private,Precious Metal,No,MIN-PM,1,0,1,0,0
315,2020,Impala Canada,Lac des Iles palladium mine (expansion),Thunder Bay,ON,Announced & Planning,Mining,425,49.172269,-89.654032,Private,Precious Metal,No,MIN-PM,1,0,1,0,0
315,2021,Impala Canada,Lac des Iles palladium mine (expansion),Thunder Bay,ON,Under Construction,Mining,425,49.172269,-89.654032,Private,Precious Metal,No,MIN-PM,0,1,0,1,0
318,2017,"Northeast Utilities, NSTAR, Hydro-Quebec",Transmission Line - Champlain Hudson Power Express,Sherbrooke jusqu'au New Hampshire,QC,In Review,Energy,400,45.56839,-71.999691,Public,Trans & Distr,No,EN-T&D,1,0,0,0,1
328,2017,Numerous Companies,COMFIT Program - Wind Energy,All across Nova Scotia,NS,Under Construction,Energy,330,,,Private,Clean Electricity,Yes,EN-CLEL,0,1,0,1,0
329,2017,Northcliff Resources (HDI Mining),Sisson Project,Fredericton,NB,In Review,Mining,579,46.365,-67.045,Private,Other,No,MIN-OTH,1,0,1,0,0
329,2018,Northcliff Resources (HDI Mining),Sisson Project,Fredericton,NB,In Review,Mining,579,46.365,-67.045,Private,Other,No,MIN-OTH,1,0,1,0,0
329,2019,Northcliff Resources (HDI Mining),Sisson Project,Fredericton,NB,In Review,Mining,579,46.365,-67.045,Private,Other,No,MIN-OTH,1,0,1,0,0
329,2020,Northcliff Resources (HDI Mining),Sisson Project,Fredericton,NB,In Review,Mining,579,46.365,-67.045,Private,Other,No,MIN-OTH,1,0,1,0,0
329,2021,Northcliff Resources (HDI Mining),Sisson Project,Fredericton,NB,In Review,Mining,579,46.365,-67.045,Private,Other,No,MIN-OTH,1,0,1,0,0
329,2022,Northcliff Resources (HDI Mining),Sisson Project,Fredericton,NB,Approved,Mining,579,46.365,-67.045,Private,Other,No,MIN-OTH,1,0,1,0,0
329,2023,Northcliff Resources (HDI Mining),Sisson Project,Fredericton,NB,Approved,Mining,579,46.365,-67.045,Private,Other,No,MIN-OTH,1,0,1,0,0
329,2024,Northcliff Resources (HDI Mining),Sisson Project,Fredericton,NB,Approved,Mining,579,46.365,-67.045,Private,Other,No,MIN-OTH,1,0,1,0,0
333,2017,Ontario Power Generation,Darlington Refurbishment Project,Clarington,ON,Under Construction,Energy,12800,43.869869,-78.719487,Public,Clean Electricity,Yes,EN-LCF,0,1,1,0,0
333,2018,Ontario Power Generation,Darlington Refurbishment Project,Clarington,ON,Under Construction,Energy,12800,43.869869,-78.719487,Public,Clean Electricity,Yes,EN-LCF,0,1,1,0,0
333,2019,Ontario Power Generation,Darlington Refurbishment Project,Clarington,ON,Under Construction,Energy,12800,43.8699,-78.7195,Public,Clean Electricity,Yes,EN-LCF,0,1,1,0,0
333,2020,Ontario Power Generation,Darlington Refurbishment Project,Clarington,ON,Under Construction,Energy,12800,43.869869,-78.719487,Public,Clean Electricity,Yes,EN-LCF,0,1,1,0,0
333,2021,Ontario Power Generation,Darlington Refurbishment Project,Clarington,ON,Under Construction,Energy,12800,43.869869,-78.719487,Public,Clean Electricity,Yes,EN-LCF,0,1,1,0,0
333,2022,Ontario Power Generation,Darlington Refurbishment Project,Clarington,ON,Under Construction,Energy,12800,43.869869,-78.719487,Public,Clean Electricity,Yes,EN-LCF,0,1,1,0,0
333,2023,Ontario Power Generation,Darlington Refurbishment Project,Clarington,ON,Under Construction,Energy,12800,43.869869,-78.719487,Public,Clean Electricity,Yes,EN-LCF,0,1,1,0,0
333,2024,Ontario Power Generation,Darlington Refurbishment Project,Clarington,ON,Under Construction,Energy,12800,43.869869,-78.719487,Public,Clean Electricity,Yes,EN-LCF,0,1,1,0,0
334,2017,Ontario Power Generation,The Deep Geologic Repository Project,Kincardine,ON,In Review,Energy,2400,44.178018,-81.63634,Public,Clean Electricity,Yes,EN-LCF,1,0,1,0,0
334,2018,Ontario Power Generation,The Deep Geologic Repository Project,Kincardine,ON,In Review,Energy,2400,44.178018,-81.63634,Public,Clean Electricity,Yes,EN-LCF,1,0,1,0,0
334,2019,Ontario Power Generation,The Deep Geologic Repository Project,Kincardine,ON,In Review,Energy,2400,44.178,-81.6363,Public,Clean Electricity,Yes,EN-LCF,1,0,0,0,1
340,2020,Oceanic Iron Ore Company,Hopes Advance Iron Mine (Ungava Bay),Nunavik,QC,In Review,Mining,1566.22,59.310061,-69.888941,Private,Base Metal,No,MIN-BM,1,0,1,0,0
340,2021,Oceanic Iron Ore Company,Hopes Advance Iron Mine (Ungava Bay),Nunavik,QC,In Review,Mining,1566.218,59.310061,-69.888941,Private,Base Metal,No,MIN-BM,1,0,1,0,0
340,2022,Oceanic Iron Ore Company,Hopes Advance Iron Mine (Ungava Bay),Nunavik,QC,Announced & Planning,Mining,1566.612,59.310061,-69.888941,Private,Base Metal,No,MIN-BM,1,0,0,0,1
341,2017,Osum Oil Sands Corp.,Taiga,MD of Bonnyville (N of Cold Lake),AB,Approved,Energy,1570,54.6808778,-110.1364803,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
341,2018,Osum Oil Sands Corp.,Taiga,MD of Bonnyville (N of Cold Lake),AB,Approved,Energy,1570,54.6808778,-110.1364803,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
341,2019,Osum Oil Sands Corp.,Taiga,MD of Bonnyville (N of Cold Lake),AB,Approved,Energy,1570,54.6809,-110.1365,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
341,2020,Osum Oil Sands Corp.,Taiga,MD of Bonnyville (N of Cold Lake),AB,Approved,Energy,1570,54.6808778,-110.1364803,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
341,2021,Osum Oil Sands Corp.,Taiga,MD of Bonnyville (N of Cold Lake),AB,Approved,Energy,1570,54.6808778,-110.1364803,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
341,2022,Osum Oil Sands Corp.,Taiga,MD of Bonnyville (N of Cold Lake),AB,Approved,Energy,1570,54.6808778,-110.1364803,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
341,2023,Osum Oil Sands Corp.,Taiga,MD of Bonnyville (N of Cold Lake),AB,Approved,Energy,1570,54.6808778,-110.1364803,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
341,2024,Osum Oil Sands Corp.,Taiga,MD of Bonnyville (N of Cold Lake),AB,Approved,Energy,1570,54.6808778,-110.1364803,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
344,2021,Agnico Eagle Mines Limited,Hammond Reef,Atikokan,ON,In Review,Mining,1281.377,48.88278,-91.349945,Private,Other,No,MIN-OTH,1,0,1,0,0
344,2022,Agnico Eagle Mines Limited,Hammond Reef,Atikokan,ON,Approved,Mining,1281.953,48.938,-91.458,Private,Other,No,MIN-OTH,1,0,1,0,0
344,2023,Agnico Eagle Mines Limited,Hammond Reef,Atikokan,ON,Approved,Mining,1281.953,48.938,-91.458,Private,Other,No,MIN-OTH,1,0,1,0,0
344,2024,Agnico Eagle Mines Limited,Hammond Reef,Atikokan,ON,Approved,Mining,1300,48.938,-91.458,Private,Other,No,MIN-OTH,1,0,1,0,0
345,2017,Greengen Holdings Ltd,Bremner Creek Hydro Project,Harrison Hot Springs,BC,In Review,Energy,90,49.301789,-121.789591,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
345,2018,Greengen Holdings Ltd,Bremner Creek Hydro Project,Harrison Hot Springs,BC,In Review,Energy,90,49.301789,-121.789591,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
345,2019,"Bremner Trio Hydro Corp./ Connor, Clark & Lunn Infrastructure",Bremner Creek/Trio Hydro project,Harrison Hot Springs,BC,Under Construction,Energy,200,49.3018,-121.7896,Private,Clean Electricity,Yes,EN-CLEL,0,1,1,0,0
345,2020,"Bremner Trio Hydro Corp./ Connor, Clark & Lunn Infrastructure",Bremner Creek/Trio Hydro project,Harrison Hot Springs,BC,Under Construction,Energy,200,49.301789,-121.789591,Private,Clean Electricity,Yes,EN-CLEL,0,1,1,0,0
345,2021,"Bremner Trio Hydro Corp./ Connor, Clark & Lunn Infrastructure",Bremner Creek/Trio Hydro project,Harrison Hot Springs,BC,Under Construction,Energy,200,49.301789,-121.789591,Private,Clean Electricity,Yes,EN-CLEL,0,1,1,0,0
345,2022,"Bremner Trio Hydro Corp./ Connor, Clark & Lunn Infrastructure",Bremner Creek/Trio Hydro project,Harrison Hot Springs,BC,Under Construction,Energy,230,49.301789,-121.789591,Private,Clean Electricity,Yes,EN-CLEL,0,1,0,1,0
346,2017,"Woodside, Chevron (Kitimat LNG)",Pacific Trail Pipeline,Summit Lake to Kitimat,BC,Approved,Energy,1300,54.262315,-122.627532,Private,Trans & Distr,No,EN-T&D,1,0,1,0,0
346,2018,"Woodside, Chevron (Kitimat LNG)",Pacific Trail Pipeline,Summit Lake to Kitimat,BC,Approved,Energy,1300,54.262315,-122.627532,Private,Trans & Distr,No,EN-T&D,1,0,1,0,0
346,2019,"Woodside, Chevron (Kitimat LNG)",Pacific Trail Pipeline,Summit Lake to Kitimat,BC,Approved,Energy,1300,54.2623,-122.6275,Private,Trans & Distr,No,EN-T&D,1,0,1,0,0
346,2020,"Woodside, Chevron (Kitimat LNG)",Pacific Trail Pipeline,Summit Lake to Kitimat,BC,Approved,Energy,1300,54.262315,-122.627532,Private,Trans & Distr,No,EN-T&D,1,0,1,0,0
346,2021,"Woodside, Chevron (Kitimat LNG)",Pacific Trail Pipeline,Summit Lake to Kitimat,BC,Approved,Energy,1300,54.262315,-122.627532,Private,Trans & Distr,No,EN-T&D,1,0,0,0,1
347,2020,Pacific Booker Minerals Inc.,Morrison Copper Gold Project,Granisle,BC,In Review,Mining,517,55.194,-126.314,Private,Precious Metal,No,MIN-PM,1,0,0,0,1
352,2017,Brion Energy Corporation (Petro China),Thickwood/MacKay River,RM of Wood Buffalo (W of Ft. McMurray),AB,Under Construction,Energy,4558,56.8134023,-112.1586774,Private,Waste Biomass,Yes,EN-BIO,0,1,0,1,0
360,2017,Polaris Minerals Corp.,Eagle Rock Quarry,Port Alberni,BC,Announced & Planning,Mining,115,49.138597,-124.782715,Private,Other,No,MIN-OTH,1,0,1,0,0
360,2018,"U.S. Concrete, Inc.",Eagle Rock Quarry,Port Alberni,BC,Announced & Planning,Mining,115,49.138597,-124.782715,Private,Other,No,MIN-OTH,1,0,0,0,1
362,2017,Potash Corporation of Saskatwchewan,Potash Mine Expansion,Rocanville,SK,Under Construction,Mining,2800,50.471845,-101.543547,Private,Precious Metal,No,MIN-PM,0,1,0,1,0
364,2017,Premier Renewable Energy,Marten Ridge Wind Energy Project,Fernie,BC,In Review,Energy,172,49.535232,-114.911893,Private,Clean Electricity,Yes,EN-CLEL,1,0,0,0,1
368,2017,Pretium Resources Inc.,Brucejack Gold Mine,Iskut,BC,Under Construction,Mining,1081.46,56.515,-130.2,Private,Precious Metal,No,MIN-PM,0,1,0,1,0
371,2017,Metaux Torngat ltee,Strange Lake / B-Zone,Northeastern Quebec,QC,Announced & Planning,Mining,1200,56.325,-64.174,Private,Other,No,MIN-OTH,1,0,1,0,0
371,2018,Metaux Torngat ltee,Strange Lake / B-Zone,Northeastern Quebec,QC,Announced & Planning,Mining,913,56.325,-64.174,Private,Other,No,MIN-OTH,1,0,1,0,0
371,2019,Metaux Torngat ltee,Strange Lake / B-Zone,Northeastern Quebec,QC,Announced & Planning,Mining,600,56.325,-64.174,Private,Other,No,MIN-OTH,1,0,1,0,0
371,2020,Metaux Torngat ltee,Strange Lake / B-Zone,Northeastern Quebec,QC,Announced & Planning,Mining,1631,56.325,-64.174,Private,Other,No,MIN-OTH,1,0,1,0,0
371,2021,Metaux Torngat ltee,Strange Lake / B-Zone,Northeastern Quebec,QC,Announced & Planning,Mining,1631,56.325,-64.174,Private,Other,No,MIN-OTH,1,0,1,0,0
371,2022,Metaux Torngat ltee,Strange Lake / B-Zone,Northeastern Quebec,QC,Announced & Planning,Mining,1631,56.325,-64.174,Private,Other,No,MIN-OTH,1,0,1,0,0
371,2023,Metaux Torngat ltee,Strange Lake / B-Zone,Northeastern Quebec,QC,In Review,Mining,1600,56.325,-64.174,Private,Other,No,MIN-OTH,1,0,1,0,0
371,2024,Metaux Torngat ltee,Strange Lake / B-Zone,Northeastern Quebec,QC,In Review,Mining,1631,56.325,-64.174,Private,Other,No,MIN-OTH,1,0,1,0,0
376,2017,Magneto Investments Limited Partnership,Dumont,Amos,QC,In Review,Mining,1268,48.653,-78.436,Private,Critical Mineral,Yes,MIN-CM,1,0,1,0,0
376,2018,Magneto Investments Limited Partnership,Dumont,Amos,QC,In Review,Mining,1381,48.653,-78.436,Private,Critical Mineral,Yes,MIN-CM,1,0,1,0,0
376,2019,Magneto Investments Limited Partnership,Dumont,Amos,QC,In Review,Mining,1381,48.653,-78.436,Private,Critical Mineral,Yes,MIN-CM,1,0,1,0,0
376,2020,Magneto Investments Limited Partnership,Dumont,Amos,QC,In Review,Mining,1381,48.653,-78.436,Private,Critical Mineral,Yes,MIN-CM,1,0,1,0,0
376,2021,Magneto Investments Limited Partnership,Dumont,Amos,QC,In Review,Mining,1357.33,48.653,-78.436,Private,Critical Mineral,Yes,MIN-CM,1,0,1,0,0
376,2022,Magneto Investments Limited Partnership,Dumont,Amos,QC,Approved,Mining,1374.778,48.653,-78.436,Private,Critical Mineral,Yes,MIN-CM,1,0,1,0,0
376,2023,Magneto Investments Limited Partnership,Dumont,Amos,QC,Approved,Mining,1268,48.653,-78.436,Private,Critical Mineral,Yes,MIN-CM,1,0,1,0,0
376,2024,Magneto Investments Limited Partnership,Dumont,Amos,QC,Approved,Mining,1357,48.653,-78.436,Private,Critical Mineral,Yes,MIN-CM,1,0,1,0,0
381,2018,Ryan River Joint Venture Regional Power,Ryan River Hydro Project,Pemberton,BC,In Review,Energy,140,50.3167,-122.8,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
381,2019,Ryan River Joint Venture,Ryan River Hydro Project,Pemberton,BC,In Review,Energy,273,50.3167,-122.8,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
381,2020,Ryan River Joint Venture,Ryan River Hydro Project,Pemberton,BC,In Review,Energy,273,50.3167,-122.8,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
381,2021,Ryan River Joint Venture,Ryan River Hydro Project,Pemberton,BC,In Review,Energy,273,50.3167,-122.8,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
381,2022,Ryan River Joint Venture,Ryan River Hydro Project,Pemberton,BC,In Review,Energy,273,50.3167,-122.8,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
381,2023,Ryan River Joint Venture,Ryan River Hydro Project,Pemberton,BC,Announced & Planning,Energy,273,50.3167,-122.8,Private,Clean Electricity,Yes,EN-CLEL,1,0,0,0,1
382,2020,Evolution Mining,Bateman Gold,Red Lake,ON,Announced & Planning,Mining,101.2,51.116,-93.75,Private,Precious Metal,No,MIN-PM,1,0,1,0,0
382,2021,Evolution Mining,Bateman Gold,Red Lake,ON,Under Construction,Mining,109.3,51.116,-93.75,Private,Precious Metal,No,MIN-PM,0,1,1,0,0
382,2022,Evolution Mining,Bateman Gold,Red Lake,ON,Under Construction,Mining,109.3,51.116,-93.75,Private,Precious Metal,No,MIN-PM,0,1,1,0,0
382,2023,Evolution Mining,Bateman Gold,Red Lake,ON,Under Construction,Mining,109.3,51.116,-93.75,Private,Precious Metal,No,MIN-PM,0,1,1,0,0
382,2024,Evolution Mining,Bateman Gold,Red Lake,ON,Under Construction,Mining,109.3,51.116,-93.75,Private,Precious Metal,No,MIN-PM,0,1,1,0,0
387,2018,"Sea Breeze Pacific Juan de Fuca Cable, LP",Juan de Fuca Power Cable,Esquimalt,BC,In Review,Energy,480,48.433187,-123.410481,Private,Trans & Distr,No,EN-LCF,1,0,1,0,0
387,2019,"Sea Breeze Pacific Juan de Fuca Cable, LP",Juan de Fuca Power Cable,Esquimalt,BC,Announced & Planning,Energy,480,48.4332,-123.4105,Private,Trans & Distr,No,EN-LCF,1,0,1,0,0
387,2020,"Sea Breeze Pacific Juan de Fuca Cable, LP",Juan de Fuca Power Cable,Esquimalt,BC,Announced & Planning,Energy,480,48.433187,-123.410481,Private,Trans & Distr,No,EN-LCF,1,0,1,0,0
387,2021,"Sea Breeze Pacific Juan de Fuca Cable, LP",Juan de Fuca Power Cable,Esquimalt,BC,Announced & Planning,Energy,480,48.433187,-123.410481,Private,Trans & Distr,No,EN-LCF,1,0,1,0,0
387,2022,"Sea Breeze Pacific Juan de Fuca Cable, LP",Juan de Fuca Power Cable,Esquimalt,BC,Announced & Planning,Energy,480,48.433187,-123.410481,Private,Trans & Distr,No,EN-LCF,1,0,1,0,0
387,2023,"Sea Breeze Pacific Juan de Fuca Cable, LP",Juan de Fuca Power Cable,Esquimalt,BC,Announced & Planning,Energy,480,48.433187,-123.410481,Private,Trans & Distr,No,EN-LCF,1,0,0,0,1
389,2017,B2Gold Corp.,Back River Gold Project,Western Nunavut (Kitikmeot region); 110 km southwest of Bathurst Inlet,NU,In Review,Mining,415,65.898,-107.409,Private,Precious Metal,No,MIN-PM,1,0,1,0,0
389,2018,B2Gold Corp.,Back River Gold Project,Western Nunavut (Kitikmeot region); 110 km southwest of Bathurst Inlet,NU,In Review,Mining,415,65.898,-107.409,Private,Precious Metal,No,MIN-PM,1,0,1,0,0
389,2019,B2Gold Corp.,Back River Gold Project,Western Nunavut (Kitikmeot region); 110 km southwest of Bathurst Inlet,NU,In Review,Mining,420,65.6557,-106.4286,Private,Precious Metal,No,MIN-PM,1,0,1,0,0
389,2020,B2Gold Corp.,Back River Gold Project,Western Nunavut (Kitikmeot region); 110 km southwest of Bathurst Inlet,NU,Under Construction,Mining,420,65.6557,-106.4286,Private,Precious Metal,No,MIN-PM,0,1,1,0,0
389,2021,B2Gold Corp.,Back River Gold Project,Western Nunavut (Kitikmeot region); 110 km southwest of Bathurst Inlet,NU,Under Construction,Mining,610,65.6557,-106.4286,Private,Precious Metal,No,MIN-PM,0,1,1,0,0
389,2022,B2Gold Corp.,Back River Gold Project,Western Nunavut (Kitikmeot region); 110 km southwest of Bathurst Inlet,NU,Under Construction,Mining,610,65.545,-106.4286,Private,Precious Metal,No,MIN-PM,0,1,1,0,0
