unique_id,year,company,project,loation,province,status,sector,project_cost,latitude_1,longitude_1,company_type,group,cleantech,abbreviation,planning,construction,active,graduate,dropout
1041,2017,"Energie hydroelectrique Pessamit, Societe en commandite",Centrale hydroelectrique des chutes du six milles,Forestville,QC,In Review,Energy,51,48.7238889,-69.1583333,Public,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1041,2018,"Energie hydroelectrique Pessamit, Societe en commandite",Centrale hydroelectrique des chutes du six milles,Forestville,QC,In Review,Energy,51,48.7238889,-69.1583333,Public,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1041,2019,"Energie hydroelectrique Pessamit, Societe en commandite",Centrale hydroelectrique des chutes du six milles,Forestville,QC,In Review,Energy,51,48.7238889,-69.1583333,Public,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1041,2020,"Energie hydroelectrique Pessamit, Societe en commandite",Centrale hydroelectrique des chutes du six milles,Forestville,QC,In Review,Energy,51,48.7238889,-69.1583333,Public,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1041,2021,"Energie hydroelectrique Pessamit, Societe en commandite",Centrale hydroelectrique des chutes du six milles,Forestville,QC,Under Construction,Energy,45,48.7238889,-69.1583333,Public,Clean Electricity,Yes,EN-CLEL,0,1,1,0,0
1041,2022,"Energie hydroelectrique Pessamit, Societe en commandite",Centrale hydroelectrique des chutes du six milles,Forestville,QC,In Review,Energy,45,48.7238889,-69.1583333,Public,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1041,2023,"Energie hydroelectrique Pessamit, Societe en commandite",Centrale hydroelectrique des chutes du six milles,Forestville,QC,In Review,Energy,45,48.7238889,-69.1583333,Public,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1041,2024,"Energie hydroelectrique Pessamit, Societe en commandite",Centrale hydroelectrique des chutes du six milles,Forestville,QC,In Review,Energy,45,48.7238889,-69.1583333,Public,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1042,2018,BMC Minerals Ltd.,Kudz Ze Kayah,135 km south of Ross River,YK,Announced & Planning,Mining,400.88,61.45805,-130.61,Private,Other,No,MIN-OTH,1,0,1,0,0
1042,2019,BMC Minerals Ltd.,Kudz Ze Kayah,135 km south of Ross River,YK,In Review,Mining,400.88,61.45805,-130.61,Private,Other,No,MIN-OTH,1,0,1,0,0
1042,2020,BMC Minerals Ltd.,Kudz Ze Kayah,135 km south of Ross River,YK,In Review,Mining,496,61.45805,-130.61,Private,Other,No,MIN-OTH,1,0,1,0,0
1042,2021,BMC Minerals Ltd.,Kudz Ze Kayah,135 km south of Ross River,YK,Announced & Planning,Mining,496,61.45805,-130.61,Private,Other,No,MIN-OTH,1,0,1,0,0
1042,2022,BMC Minerals Ltd.,Kudz Ze Kayah,115 km southeast of Ross River,YK,Announced & Planning,Mining,488.507,61.45805,-130.61,Private,Other,No,MIN-OTH,1,0,1,0,0
1042,2023,BMC Minerals Ltd.,Kudz Ze Kayah,115 km southeast of Ross River,YK,In Review,Mining,488.507,61.45805,-130.61,Private,Other,No,MIN-OTH,1,0,1,0,0
1042,2024,BMC Minerals Ltd.,Kudz Ze Kayah,115 km southeast of Ross River,YK,In Review,Mining,488.507,61.45805,-130.61,Private,Other,No,MIN-OTH,1,0,1,0,0
1045,2017,Northern Energy Solutions (NES),NES Wood Pellet Plant,Miramichi,NB,In Review,Forest,45,47.022825,-65.495815,Private,Other,Yes,FOR-OTH,1,0,1,0,0
1045,2018,Northern Energy Solutions (NES),NES Wood Pellet Plant,Miramichi,NB,In Review,Forest,45,47.022825,-65.495815,Private,Other,Yes,FOR-OTH,1,0,1,0,0
1045,2019,Northern Energy Solutions (NES),NES Wood Pellet Plant,Miramichi,NB,In Review,Forest,45,47.022825,-65.495815,Private,Other,Yes,FOR-OTH,1,0,1,0,0
1045,2020,Northern Energy Solutions (NES),NES Wood Pellet Plant,Miramichi,NB,In Review,Forest,70,47.022825,-65.495815,Private,Other,Yes,FOR-OTH,1,0,1,0,0
1045,2021,Northern Energy Solutions (NES),NES Wood Pellet Plant,Miramichi,NB,In Review,Forest,70,47.022825,-65.495815,Private,Other,Yes,FOR-OTH,1,0,1,0,0
1045,2022,Northern Energy Solutions (NES),NES Wood Pellet Plant,Miramichi,NB,In Review,Forest,70,47.022825,-65.495815,Private,Other,Yes,FOR-OTH,1,0,1,0,0
1045,2023,Northern Energy Solutions (NES),NES Wood Pellet Plant,Miramichi,NB,In Review,Forest,70,47.022825,-65.495815,Private,Other,Yes,FOR-OTH,1,0,1,0,0
1045,2024,Northern Energy Solutions (NES),NES Wood Pellet Plant,Miramichi,NB,In Review,Forest,70,47.022825,-65.495815,Private,Other,Yes,FOR-OTH,1,0,1,0,0
1048,2017,9139-3991 Qu bec Inc (Les Industries JPB),Centrale de cog n ration Valleyfied,Valleyfield,QC,Under Construction,Energy,,45.23069,-74.083293,Private,Other,Yes,EN-OTH,0,1,1,0,0
1048,2018,9139-3991 Qu bec Inc (Les Industries JPB),Centrale de cog n ration Valleyfied,Valleyfield,QC,Under Construction,Energy,,45.23069,-74.083293,Private,Other,Yes,EN-OTH,0,1,1,0,0
1048,2019,9139-3991 Qu bec Inc (Les Industries JPB),Centrale de cog n ration Valleyfied,Valleyfield,QC,Under Construction,Energy,,45.23,-74.08,Private,Other,Yes,EN-OTH,0,1,1,0,0
1048,2020,9139-3991 Qu bec Inc (Les Industries JPB),Centrale de cog n ration Valleyfied,Valleyfield,QC,Under Construction,Energy,,45.23069,-74.083293,Private,Other,Yes,EN-OTH,0,1,1,0,0
1048,2021,9139-3991 Qu bec Inc (Les Industries JPB),Centrale de cog n ration Valleyfied,Valleyfield,QC,Under Construction,Energy,67,45.23069,-74.083293,Private,Other,Yes,EN-OTH,0,1,0,1,0
1049,2017,"Energie hydroelectrique Pessamit, Societe en commandite",Centrale hydroelectrique de la chute du quatre milles,Forestville,QC,In Review,Energy,22,48.7263889,-69.0927778,Public,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1049,2018,"Energie hydroelectrique Pessamit, Societe en commandite",Centrale hydroelectrique de la chute du quatre milles,Forestville,QC,In Review,Energy,22,48.7263889,-69.0927778,Public,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1049,2019,"Energie hydroelectrique Pessamit, Societe en commandite",Centrale hydroelectrique de la chute du quatre milles,Forestville,QC,In Review,Energy,22,48.73,-69.09,Public,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1049,2020,"Energie hydroelectrique Pessamit, Societe en commandite",Centrale hydroelectrique de la chute du quatre milles,Forestville,QC,In Review,Energy,22,48.7263889,-69.0927778,Public,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1049,2021,"Energie hydroelectrique Pessamit, Societe en commandite",Centrale hydroelectrique de la chute du quatre milles,Forestville,QC,In Review,Energy,22,48.7263889,-69.0927778,Public,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1049,2022,"Energie hydroelectrique Pessamit, Societe en commandite",Centrale hydroelectrique de la chute du quatre milles,Forestville,QC,In Review,Energy,22,48.7263889,-69.0927778,Public,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1049,2023,"Energie hydroelectrique Pessamit, Societe en commandite",Centrale hydroelectrique de la chute du quatre milles,Forestville,QC,In Review,Energy,22,48.7263889,-69.0927778,Public,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1049,2024,"Energie hydroelectrique Pessamit, Societe en commandite",Centrale hydroelectrique de la chute du quatre milles,Forestville,QC,In Review,Energy,22,48.7263889,-69.0927778,Public,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1050,2017,"Manouane Sipi, Societe en commandite",Centrale hydroelectrique Manouane Sipi (Dam B),La Tuque,QC,In Review,Energy,99,47.3812,-73.5727,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1050,2018,"Manouane Sipi, Societe en commandite",Centrale hydroelectrique Manouane Sipi (Dam B),La Tuque,QC,In Review,Energy,99,47.3812,-73.5727,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1050,2019,"Manouane Sipi, Societe en commandite",Centrale hydroelectrique Manouane Sipi (Dam B),La Tuque,QC,Approved,Energy,99,47.38,-73.57,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1050,2020,"Manouane Sipi, Societe en commandite",Centrale hydroelectrique Manouane Sipi (Dam B),La Tuque,QC,Announced & Planning,Energy,99,47.3812,-73.5727,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1050,2021,"Manouane Sipi, Societe en commandite",Centrale hydroelectrique Manouane Sipi (Dam B),La Tuque,QC,Approved,Energy,99,47.3812,-73.5727,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1050,2022,"Manouane Sipi, Societe en commandite",Centrale hydroelectrique Manouane Sipi (Dam B),La Tuque,QC,In Review,Energy,99,47.3812,-73.5727,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1050,2023,"Manouane Sipi, Societe en commandite",Centrale hydroelectrique Manouane Sipi (Dam B),La Tuque,QC,In Review,Energy,100,47.3812,-73.5727,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1050,2024,"Manouane Sipi, Societe en commandite",Centrale hydroelectrique Manouane Sipi (Dam B),La Tuque,QC,In Review,Energy,100,47.3812,-73.5727,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1051,2017,Fluorspar Holdings PTE Ltd.,St. Lawrence Fluorspar Mine,St. Lawrence,NL,Approved,Mining,,,,Private,Precious Metal,No,MIN-PM,1,0,1,0,0
1051,2024,Fluorspar Holdings PTE Ltd.,St. Lawrence Fluorspar Mine,St. Lawrence,NL,Approved,Mining,250,46.90798,-55.4682,Private,Precious Metal,No,MIN-PM,1,0,1,0,0
1052,2017,Howse Minerals Limited,Howse Property Direct Shipping Ore Mine,"25 kilometres northwest of Schefferville, Quebec",NL,In Review,Mining,100,54.94981,-67.169373,Private,Precious Metal,No,MIN-PM,1,0,1,0,0
1052,2018,Tata Steel Ltd.,Howse Property Direct Shipping Ore Mine,"25 kilometres northwest of Schefferville, Quebec",NL,Approved,Mining,100,54.94981,-67.169373,Private,Precious Metal,No,MIN-PM,1,0,1,0,0
1052,2019,Tata Steel Ltd.,Howse Property Direct Shipping Ore Mine,Menihek,NL,Approved,Mining,100,54.95,-67.17,Private,Precious Metal,No,MIN-PM,1,0,1,0,0
1052,2020,Tata Steel Ltd.,Howse Property Direct Shipping Ore Mine,Menihek,NL,Approved,Mining,100,54.94981,-67.169373,Private,Precious Metal,No,MIN-PM,1,0,1,0,0
1052,2023,Tata Steel Minerals Canada,Howse Property Direct Shipping Ore Mine,Menihek,NL,Under Construction,Mining,100,54.94981,-67.169373,Private,Precious Metal,No,MIN-PM,0,1,0,1,0
1053,2017,NB Power,Demand Side Management (Accelerated Energy Efficiency Programs - annually over 10 years),Various locations across NB,NB,In Review,Energy,65,,,Public,Other,Yes,EN-OTH,1,0,0,0,1
1056,2017,FPInnovations et Bio nergie La Tuque,Vision La Tuque 2023,La Tuque,QC,Announced & Planning,Forest,700,47.43839,-72.783938,Private,Other,Yes,FOR-OTH,1,0,1,0,0
1056,2018,FPInnovations et Bio nergie La Tuque,Vision La Tuque 2023,La Tuque,QC,Announced & Planning,Forest,700,47.43839,-72.783938,Private,Other,Yes,FOR-OTH,1,0,1,0,0
1056,2019,d terminer FPInnovations et Bio nergie La Tuque,Vision La Tuque 2023,La Tuque,QC,Announced & Planning,Forest,700,47.4384,-72.7839,Private,Other,Yes,FOR-OTH,1,0,1,0,0
1056,2020,FPInnovations et Bio nergie La Tuque,Vision La Tuque 2023,La Tuque,QC,Announced & Planning,Forest,700,47.43839,-72.783938,Private,Other,Yes,FOR-OTH,1,0,1,0,0
1056,2021,FPInnovations et Bio nergie La Tuque,Vision La Tuque 2023,La Tuque,QC,Announced & Planning,Forest,1000,47.43839,-72.783938,Private,Other,Yes,FOR-OTH,1,0,1,0,0
1056,2022,FPInnovations et Bio nergie La Tuque,Vision La Tuque 2023 (Biorefinery),La Tuque,QC,Announced & Planning,Forest,1000,47.43839,-72.783938,Private,Other,Yes,FOR-OTH,1,0,1,0,0
1056,2023,FPInnovations et Bio nergie La Tuque,Vision La Tuque 2023 (Biorefinery),La Tuque,QC,Announced & Planning,Forest,1200,47.43839,-72.783938,Private,Other,Yes,FOR-OTH,1,0,0,0,1
1057,2017,Pacific Future Energy,Pacific Future Energy Oil Refinery,Kitimat,BC,Announced & Planning,Energy,12720,53.9528963,-128.722594,Private,Oil & Gas - Downstream,No,EN-OG-D,1,0,1,0,0
1057,2018,Pacific Future Energy,Pacific Future Energy Oil Refinery,Kitimat,BC,Announced & Planning,Energy,12720,53.9528963,-128.722594,Private,Oil & Gas - Downstream,No,EN-OG-D,1,0,1,0,0
1057,2019,Pacific Future Energy,Pacific Future Energy Oil Refinery,Kitimat,BC,Announced & Planning,Energy,12720,53.9528963,-128.722594,Private,Oil & Gas - Downstream,No,EN-OG-D,1,0,1,0,0
1057,2020,Pacific Future Energy,Pacific Future Energy Oil Refinery,Kitimat,BC,Announced & Planning,Energy,10000,53.9528963,-128.722594,Private,Oil & Gas - Downstream,No,EN-OG-D,1,0,1,0,0
1057,2021,Pacific Future Energy,Pacific Future Energy Oil Refinery,Kitimat,BC,Announced & Planning,Energy,10000,53.9528963,-128.722594,Private,Oil & Gas - Downstream,No,EN-OG-D,1,0,1,0,0
1057,2022,Pacific Future Energy,Pacific Future Energy Oil Refinery,Kitimat,BC,Announced & Planning,Energy,10000,53.9528963,-128.722594,Private,Oil & Gas - Downstream,No,EN-OG-D,1,0,1,0,0
1057,2023,Pacific Future Energy,Pacific Future Energy Oil Refinery,Kitimat,BC,Announced & Planning,Energy,10000,53.9528963,-128.722594,Private,Oil & Gas - Downstream,No,EN-OG-D,1,0,1,0,0
1057,2024,Pacific Future Energy,Pacific Future Energy Oil Refinery,Kitimat,BC,Announced & Planning,Energy,10000,53.9528963,-128.722594,Private,Oil & Gas - Downstream,No,EN-OG-D,1,0,1,0,0
1058,2017,Protocol Biomass,Pellet Plant,Prescot,ON,Announced & Planning,Forest,73,44.709294,-75.518972,Private,Other,Yes,FOR-OTH,1,0,1,0,0
1058,2018,Protocol Biomass,Pellet Plant,Prescot,ON,Announced & Planning,Forest,73,44.709294,-75.518972,Private,Other,Yes,FOR-OTH,1,0,1,0,0
1058,2019,Protocol Biomass,Pellet Plant,Prescot,ON,Announced & Planning,Forest,73,44.709294,-75.518972,Private,Other,Yes,FOR-OTH,1,0,1,0,0
1058,2020,Protocol Biomass,Pellet Plant,Prescot,ON,Announced & Planning,Forest,73,44.709294,-75.518972,Private,Other,Yes,FOR-OTH,1,0,0,0,1
1060,2017,Pinnacle Pellets,Pellet Plant,Entwistle,AB,Under Construction,Forest,85,53.598751,-114.97372,Private,Other,Yes,FOR-OTH,0,1,0,1,0
1061,2017,Tembec (General Partnership),Specialty Cellulose Upgrade (digesters change),Temiscaming,QC,Announced & Planning,Forest,136,46.718739,-79.101879,Private,Pulp & Paper,No,FOR-P&P,1,0,1,0,0
1061,2018,Tembec (General Partnership),Specialty Cellulose Upgrade (digesters change),Temiscaming,QC,Announced & Planning,Forest,136,46.718739,-79.101879,Private,Pulp & Paper,No,FOR-P&P,1,0,1,0,0
1061,2019,Rayonier Advanced Materials,Specialty Cellulose Upgrade (digesters change),Temiscaming,QC,Announced & Planning,Forest,136,46.718739,-79.101879,Private,Pulp & Paper,No,FOR-P&P,1,0,1,0,0
1061,2020,Rayonier Advanced Materials,Specialty Cellulose Upgrade (digesters change),Temiscaming,QC,Announced & Planning,Forest,136,46.718739,-79.101879,Private,Pulp & Paper,No,FOR-P&P,1,0,1,0,0
1061,2021,Rayonier Advanced Materials,Specialty Cellulose Upgrade (digesters change),Temiscaming,QC,Announced & Planning,Forest,136,46.718739,-79.101879,Private,Pulp & Paper,No,FOR-P&P,1,0,1,0,0
1061,2022,Rayonier Advanced Materials,Specialty Cellulose Upgrade (digesters change),Temiscaming,QC,Announced & Planning,Forest,136,46.718739,-79.101879,Private,Pulp & Paper,No,FOR-P&P,1,0,0,0,1
1062,2017,Municipalit de Shannon,Centrale hydro lectrique de Saint-Gabriel,Municipalit de Shannon,QC,In Review,Energy,16,46.889947,-71.518663,Private,Clean Electricity,Yes,EN-CLEL,1,0,0,0,1
1063,2017,NTPC,Taltson Hydroelectricity Expansion Project (Phase 1),Multiple locations,NT,Announced & Planning,Energy,2275,61.443073,-112.714441,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1063,2018,NTPC,Taltson Hydroelectricity Expansion Project (Phase 1),Multiple locations,NT,Announced & Planning,Energy,2275,61.443073,-112.714441,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1063,2019,NTPC,Taltson Hydroelectricity Expansion Project (Phase 1),Multiple locations,NT,Approved,Energy,925,61.443073,-112.714441,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1063,2020,NTPC,Taltson Hydroelectricity Expansion Project (Phase 1),Multiple locations,NT,Approved,Energy,925,61.443073,-112.714441,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1063,2021,NTPC,Taltson Hydroelectricity Expansion Project (Phase 1),Multiple locations,NT,Announced & Planning,Energy,1200,61.443073,-112.714441,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1063,2022,NTPC,Taltson Hydroelectricity Expansion Project (Phase 1),Multiple locations,NT,Announced & Planning,Energy,1200,61.443073,-112.714441,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1063,2023,NTPC,Taltson Hydroelectricity Expansion Project (Phase 1),Multiple locations,NT,Announced & Planning,Energy,,61.443073,-112.714441,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1063,2024,NTPC,Taltson Hydroelectricity Expansion Project (Phase 1),Multiple locations,NT,Under Construction,Energy,1200,61.443073,-112.714441,Private,Clean Electricity,Yes,EN-CLEL,0,1,1,0,0
1066,2017,Enbridge Inc.,Line 10 Westover Segment Replacement,"Hamilton, ON",ON,Approved,Energy,219,43.252361,-79.830082,Private,Trans & Distr,No,EN-T&D,1,0,0,0,1
1067,2017,Sayona Quebec inc.,Authier,45km away from the city of Val-d'Or,QC,Announced & Planning,Mining,65.6,48.400581,-78.257358,Private,Other,No,MIN-OTH,1,0,1,0,0
1067,2018,Sayona Quebec inc.,Authier,45km away from the city of Val-d'Or,QC,Announced & Planning,Mining,65.6,48.400581,-78.257358,Private,Other,No,MIN-OTH,1,0,1,0,0
1067,2019,Sayona Quebec inc.,Authier,45km away from the city of Val-d'Or,QC,Announced & Planning,Mining,223,48.400581,-78.257358,Private,Other,No,MIN-OTH,1,0,1,0,0
1067,2020,Sayona Quebec inc.,Authier,45km away from the city of Val-d'Or,QC,Announced & Planning,Mining,120.5,48.400581,-78.257358,Private,Other,No,MIN-OTH,1,0,1,0,0
1067,2021,Sayona Quebec inc.,Authier,45km away from the city of Val-d'Or,QC,In Review,Mining,120.5,48.400581,-78.257358,Private,Other,No,MIN-OTH,1,0,1,0,0
1067,2022,Sayona Quebec inc.,Authier,45km away from the city of Val-d'Or,QC,In Review,Mining,120.5,48.400581,-78.257358,Private,Other,No,MIN-OTH,1,0,1,0,0
1067,2023,Sayona Quebec inc.,Authier,45km away from the city of Val-d'Or,QC,In Review,Mining,120,48.400581,-78.257358,Private,Other,No,MIN-OTH,1,0,1,0,0
1067,2024,Sayona Quebec inc.,Authier,45km away from the city of Val-d'Or,QC,In Review,Mining,74.85,48.400581,-78.257358,Private,Other,No,MIN-OTH,1,0,1,0,0
1072,2017,BlackPearl Resources Inc.,Onion Lake Ohase 2,Onion Lake,SK,Under Construction,Energy,180,53.717275,-109.997613,Private,Other,Yes,EN-OTH,0,1,1,0,0
1072,2018,BlackPearl Resources Inc.,Onion Lake Ohase 2,Onion Lake,SK,Under Construction,Energy,180,53.717275,-109.997613,Private,Other,Yes,EN-OTH,0,1,0,1,0
1073,2017,Husky Energy Inc.,Rush Lake,,SK,Under Construction,Energy,,,,Private,Clean Electricity,Yes,EN-CLEL,0,1,1,0,0
1073,2018,Husky Energy Inc.,Rush Lake,,SK,Under Construction,Energy,,,,Private,Clean Electricity,Yes,EN-CLEL,0,1,1,0,0
1073,2019,Husky Energy Inc.,Rush Lake,,SK,Under Construction,Energy,,,,Private,Clean Electricity,Yes,EN-CLEL,0,1,0,1,0
1074,2017,Athabasca Oil Sands Corporation,Kai Kos Dehseh,,AB,Approved,Energy,,,,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1074,2018,Athabasca Oil Sands Corporation,Kai Kos Dehseh,,AB,Approved,Energy,,,,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1074,2019,Athabasca Oil Sands Corporation,Kai Kos Dehseh,,AB,Approved,Energy,,,,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1074,2020,Athabasca Oil Sands Corporation,Kai Kos Dehseh,,AB,Approved,Energy,,,,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1074,2021,Athabasca Oil Corporation,Kai Kos Dehseh,Lac la Biche County,AB,Approved,Energy,,55.71751003,-111.5132917,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1074,2022,Athabasca Oil Corporation,Kai Kos Dehseh,Lac la Biche County,AB,Approved,Energy,,55.71751003,-111.5132917,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,0,0,1
1076,2017,OSum Oil Sands Corp.,Orion,,AB,Approved,Energy,,,,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1076,2018,OSum Oil Sands Corp.,Orion,,AB,Approved,Energy,,,,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1076,2019,OSum Oil Sands Corp.,Orion,,AB,Approved,Energy,,,,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1076,2020,OSum Oil Sands Corp.,Orion,,AB,Approved,Energy,,,,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1076,2021,OSum Oil Sands Corp.,Orion,Bonnyville No. 87,AB,Approved,Energy,,54.55416276,-110.4095821,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1076,2022,OSum Oil Sands Corp.,Orion,Bonnyville No. 87,AB,Approved,Energy,,54.55416276,-110.4095821,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,0,0,1
1077,2017,Cenovus Energy Inc.,Christina Lake,Cenovus Christina Lake,AB,Approved,Energy,900,55.576423,-110.89741,Private,Other,Yes,EN-OTH,1,0,1,0,0
1077,2018,Cenovus Energy Inc.,Christina Lake,Cenovus Christina Lake,AB,Approved,Energy,900,55.576423,-110.89741,Private,Other,Yes,EN-OTH,1,0,1,0,0
1077,2019,Cenovus Energy Inc.,Christina Lake,Cenovus Christina Lake,AB,Approved,Energy,900,55.576423,-110.89741,Private,Other,Yes,EN-OTH,1,0,1,0,0
1077,2020,Cenovus Energy Inc.,Christina Lake,Cenovus Christina Lake,AB,Approved,Energy,900,55.576423,-110.89741,Private,Other,Yes,EN-OTH,1,0,1,0,0
1077,2021,Cenovus Energy Inc.,Christina Lake,Cenovus Christina Lake,AB,Approved,Energy,900,55.576423,-110.89741,Private,Other,Yes,EN-OTH,1,0,1,0,0
1077,2022,Cenovus Energy Inc.,Christina Lake,Cenovus Christina Lake,AB,Approved,Energy,900,55.576423,-110.89741,Private,Other,Yes,EN-OTH,1,0,1,0,0
1077,2023,Cenovus Energy Inc.,Christina Lake,Cenovus Christina Lake,AB,Approved,Energy,900,55.576423,-110.89741,Private,Other,Yes,EN-OTH,1,0,1,0,0
1077,2024,Cenovus Energy Inc.,Christina Lake,Cenovus Christina Lake,AB,Approved,Energy,900,55.576423,-110.89741,Private,Other,Yes,EN-OTH,1,0,1,0,0
1078,2017,ConocoPhillips Canada Limited,Surmont 2,Fort McMurray,AB,Approved,Energy,2000,56.738016,-111.380025,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1078,2018,ConocoPhillips Canada Limited,Surmont 2,Fort McMurray,AB,Approved,Energy,2000,56.738016,-111.380025,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1078,2019,ConocoPhillips Canada Limited,Surmont 2,Fort McMurray,AB,Approved,Energy,2000,56.738016,-111.380025,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1078,2020,ConocoPhillips Canada Limited,Surmont 2,Fort McMurray,AB,Approved,Energy,2000,56.738016,-111.380025,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1078,2021,ConocoPhillips Canada,Surmont 2,Fort McMurray,AB,Approved,Energy,2000,56.738016,-111.380025,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1078,2022,ConocoPhillips Canada,Surmont 2,Fort McMurray,AB,Approved,Energy,2000,56.738016,-111.380025,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1078,2023,ConocoPhillips Canada,Surmont 2,Fort McMurray,AB,Approved,Energy,2000,56.738016,-111.380025,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,0,0,1
1079,2017,Japan Canada Oil Sands Limited (JACOS),Hangingstone,Fort McMurray,AB,Approved,Energy,1200,56.28806,-111.604233,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1079,2018,Japan Canada Oil Sands Limited (JACOS),Hangingstone,Fort McMurray,AB,Approved,Energy,1200,56.28806,-111.604233,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1079,2019,Japan Canada Oil Sands Limited (JACOS),Hangingstone,Fort McMurray,AB,Approved,Energy,1200,56.28806,-111.604233,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1079,2020,Japan Canada Oil Sands Limited (JACOS),Hangingstone,Fort McMurray,AB,Approved,Energy,1200,56.28806,-111.604233,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1079,2021,Japan Canada Oil Sands Limited (JACOS),Hangingstone,Fort McMurray,AB,Approved,Energy,1200,56.28806,-111.604233,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1079,2022,Japan Canada Oil Sands Limited (JACOS),Hangingstone,Fort McMurray,AB,Approved,Energy,1200,56.28806,-111.604233,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1079,2023,Japan Canada Oil Sands Limited (JACOS),Hangingstone,Fort McMurray,AB,Approved,Energy,1200,56.28806,-111.604233,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1079,2024,Japan Canada Oil Sands Limited (JACOS),Hangingstone,Fort McMurray,AB,Approved,Energy,1200,56.28806,-111.604233,Private,Oil & Gas - Upstream,No,EN-OG-U,1,0,1,0,0
1080,2017,Suncor Energy Inc.,Meadow Creek,,AB,Approved,Energy,,,,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1080,2018,Suncor Energy Inc.,Meadow Creek,,AB,Approved,Energy,,,,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1080,2019,Suncor Energy Inc.,Meadow Creek,,AB,Approved,Energy,,,,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1080,2020,Suncor Energy Inc.,Meadow Creek,,AB,Approved,Energy,,,,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
1080,2021,Suncor Energy Inc.,Meadow Creek,Regional Municipality of Wood Buffalo,AB,Approved,Energy,,56.33402271,-111.3155691,Private,Clean Electricity,Yes,EN-CLEL,1,0,1,0,0
