unique_id,company,project,loation,province,status,sector,project_cost,latitude_1,longitude_1,company_type,group,entry_year,entry_status,last_year,last_status,reporting_years,active,graduate,dropout,success_flag,first_construction_year_success,years_to_construction_success,years_to_graduation,years_active,years_to_dropout,cleantech,cost_band
3502.0,BP Canada,Newfoundland Orphan Basin Exploration Drilling Project,,NL,In Review,Energy,426.0,50.2,-49.1,Private,Oil & Gas - Upstream,2018,In Review,2023,Under Construction,6,0,1,0,1,2023.0,6.0,6.0,,,No,$100M-$499M
3503.0,Nexen,Nexen Energy Flemish Pass Exploration Drilling Project,,NL,In Review,Energy,301.0,47.5,-46.5,Private,Oil & Gas - Upstream,2018,In Review,2021,Approved,4,0,0,1,0,,,,,4.0,No,$100M-$499M
3504.0,Statoil Canada,Flemish Pass Exploration Drilling Project,,NL,In Review,Energy,722.0,48.3,-46.1,Private,Oil & Gas - Upstream,2018,In Review,2023,Approved,6,0,0,1,0,,,,,6.0,No,$500M-$999M
3505.0,Irving and Irving Tissue,Modernization to improve energy use and decrease carbon emissions.,,NB,Announced & Planning,Forest,40.0,45.25901,-66.09439,Private,Other,2018,Announced & Planning,2018,Announced & Planning,1,0,0,1,0,,,,,1.0,Yes,<$100M
3506.0,Materiaux Blanchet,Modernization,,QC,Announced & Planning,Forest,25.0,48.562522,-78.171104,Private,Other,2018,Announced & Planning,2019,Announced & Planning,2,0,0,1,0,,,,,2.0,Yes,<$100M
3507.0,Resolute,Capacity increase,,QC,Announced & Planning,Forest,52.3,48.746003,-72.514341,Private,Pulp & Paper,2018,Announced & Planning,2022,Announced & Planning,5,0,0,1,0,,,,,5.0,No,<$100M
3508.0,Skeena Sawmills,Pellet Plant,,BC,Announced & Planning,Forest,20.0,54.517778,-128.634556,Private,Other,2018,Announced & Planning,2019,Announced & Planning,2,0,0,1,0,,,,,2.0,Yes,<$100M
3509.0,Wataynikaneyap Power,Wataynikaneyap Transmission Project,,ON,In Review,Energy,1600.0,49.681474,-92.497798,Private,Trans & Distr,2018,In Review,2024,Under Construction,7,1,0,0,1,2019.0,2.0,,7.0,,No,"$1,000M-$4,999M"
3600.0,Fibre Pontiac,Fibre Pontiac (The Biomass Conversion Centre),,QC,In Review,Energy,120.0,45.542307,-76.109056,Private,Waste Biomass,2018,In Review,2024,In Review,7,1,0,0,0,,,,7.0,,Yes,$100M-$499M
3601.0,PEI Energy Corporation,Slemon Park Micro-Grid Project,,PE,In Review,Energy,18.0,46.433992,-63.821938,Private,Trans & Distr,2018,In Review,2023,Under Construction,6,0,1,0,1,2023.0,6.0,6.0,,,No,<$100M
3602.0,Enbridge Pipelines Inc.,Line 21 (Norman Wells Pipeline) Segment Replacement Project,,NT,Approved,Energy,530.0,61.833863,-121.090706,Private,Trans & Distr,2018,Approved,2018,Approved,1,0,0,1,0,,,,,1.0,No,$500M-$999M
3603.0,Maritime Resources Corp.,Hammerdown (Green Bay),,NL,Announced & Planning,Mining,67.8,49.5544,-56.2372,Private,Precious Metal,2018,Announced & Planning,2024,Approved,7,1,0,0,0,,,,7.0,,No,<$100M
3604.0,AuMEGA (previously Matador Mining Limited),Cape Ray,,NL,In Review,Mining,58.2,47.4503,-58.5547,Private,Other,2018,In Review,2024,In Review,7,1,0,0,0,,,,7.0,,No,<$100M
3607.0,North Coal Ltd./CanAus Coal Ltd.,Michel Creek Coking Coal,,BC,In Review,Mining,,,,Private,Coal,2018,In Review,2018,In Review,1,0,0,1,0,,,,,1.0,No,
3608.0,Coeur Silvertip Holdings,Silvertip,,BC,In Review,Mining,75.0,59.968249,-128.767588,Private,Precious Metal,2018,In Review,2018,In Review,1,0,0,1,0,,,,,1.0,No,<$100M
3610.0,Telkwa Mining Ltd.,Tenas Project,,BC,In Review,Mining,51.0,54.62717,-127.161516,Private,Coal,2018,In Review,2024,In Review,7,1,0,0,0,,,,7.0,,No,<$100M
3611.0,Spanish Mountain Gold Ltd.,Spanish Mountain,,BC,In Review,Mining,507.0,52.57771,-121.477008,Private,Precious Metal,2018,In Review,2018,In Review,1,0,0,1,0,,,,,1.0,No,$500M-$999M
3615.0,NB Power,Advanced Meter Infrastructure,,NB,In Review,Energy,26.2,,,Public,Waste Biomass,2018,In Review,2024,Approved,7,1,0,0,0,,,,7.0,,Yes,<$100M
3616.0,NB Power,Point Lepreau Nuclear Generating Station Major Outage and Inspections,,NB,In Review,Energy,53.0,45.068668,-66.454523,Public,Nuclear,2018,In Review,2019,Under Construction,2,0,1,0,1,2019.0,2.0,2.0,,,Yes,<$100M
3617.0,St Barbara Ltd.,Beaver Dam Gold Project,,NS,Announced & Planning,Mining,259.8,44.98,-62.94,Private,Other,2018,Announced & Planning,2024,In Review,7,1,0,0,0,,,,7.0,,No,$100M-$499M
3621.0,Greengate Power Corporation,Travers Solar Project,,AB,Announced & Planning,Energy,500.0,50.303007,-112.655158,Private,Clean Electricity,2018,Announced & Planning,2022,Under Construction,5,0,1,0,1,2021.0,4.0,5.0,,,Yes,$500M-$999M
3622.0,CVW Cleantech,Titanium and Zircon Extraction Facility,,AB,Announced & Planning,Mining,400.0,57.336236,-111.754013,Private,Critical Mineral,2018,Announced & Planning,2024,Announced & Planning,7,1,0,0,0,,,,7.0,,Yes,$100M-$499M
3625.0,Pembina Pipelines Corp.,Peace Pipeline Expansion,,AB,Announced & Planning,Energy,280.0,55.413122,-119.16149,Private,Trans & Distr,2018,Announced & Planning,2019,Under Construction,2,0,1,0,1,2019.0,2.0,2.0,,,No,$100M-$499M
3627.0,Pembina Pipelines Corp.,Empress Extraction Plant Fractionation and Terminalling Facilities,,AB,Announced & Planning,Energy,120.0,50.680688,-110.031222,Private,Oil & Gas - Upstream,2018,Announced & Planning,2020,Under Construction,3,0,1,0,1,2019.0,2.0,3.0,,,No,$100M-$499M
3628.0,EPCOR,EL Smith Solar Farm,,AB,Announced & Planning,Energy,32.0,53.470023,-113.611959,Private,Clean Electricity,2018,Announced & Planning,2022,Under Construction,5,0,1,0,1,2022.0,5.0,5.0,,,Yes,<$100M
3629.0,NOVA Gas Transmission Ltd.,2019 NOVA NGTL Expansion (Montney and Duvernay Basins),,AB,In Review,Energy,2400.0,55.544058,-119.770258,Private,Other,2018,In Review,2020,Under Construction,3,0,1,0,1,2020.0,3.0,3.0,,,Yes,"$1,000M-$4,999M"
3630.0,Field Upgrading,CleanSEAS Demonstration Plant,,AB,Announced & Planning,Energy,100.0,53.764675,-113.128664,Private,Waste Biomass,2018,Announced & Planning,2022,Under Construction,5,0,1,0,1,2022.0,5.0,5.0,,,Yes,$100M-$499M
3631.0,Gen III Oil Corp.,Bowden Re-refinery,,AB,Announced & Planning,Energy,90.0,51.953346,-114.021738,Private,Oil & Gas - Downstream,2018,Announced & Planning,2021,Announced & Planning,4,0,0,1,0,,,,,4.0,No,<$100M
3632.0,Old Elm Wind Farm,Alberta Wind Energy Corp.,,AB,Announced & Planning,Energy,250.0,49.332147,-112.914147,Private,Clean Electricity,2018,Announced & Planning,2021,Announced & Planning,4,0,0,1,0,,,,,4.0,Yes,$100M-$499M
3633.0,Tidewater Midstream,Dimsdale Gas Project,,AB,Announced & Planning,Energy,200.0,55.191115,-118.922316,Private,Other,2018,Announced & Planning,2020,Announced & Planning,3,0,0,1,0,,,,,3.0,Yes,$100M-$499M
3634.0,Capital Power,Whitla Wind Facility,,AB,Announced & Planning,Energy,325.0,49.610821,-111.2035,Private,Clean Electricity,2018,Announced & Planning,2019,Under Construction,2,0,1,0,1,2019.0,2.0,2.0,,,Yes,$100M-$499M
3635.0,Tidewater Midstream/TransAlta,Tidewater/TransAlta Gas Pipeline,,AB,Announced & Planning,Energy,150.0,53.179714,-115.750652,Private,Trans & Distr,2018,Announced & Planning,2020,Announced & Planning,3,0,0,1,0,,,,,3.0,No,$100M-$499M
3636.0,Imperial Oil Ltd.,Kearl Debottlenecking Expansion,,AB,Announced & Planning,Energy,563.0,57.386039,-111.074988,Private,Other,2018,Announced & Planning,2020,Announced & Planning,3,0,0,1,0,,,,,3.0,Yes,$500M-$999M
3637.0,Keyera Corp.,North Wapiti Pipeline System,,AB,Approved,Energy,120.0,55.070186,-119.111522,Private,Trans & Distr,2018,Approved,2020,Approved,3,0,0,1,0,,,,,3.0,No,$100M-$499M
3638.0,Kirkland Lake Gold Ltd.,Macassa Expansion,,ON,Announced & Planning,Mining,320.0,48.13561,-80.07181,Private,Other,2018,Announced & Planning,2023,Under Construction,6,0,1,0,1,2020.0,3.0,6.0,,,No,$100M-$499M
3642.0,Manitoba Hydro,Reenders Station,,MB,Approved,Energy,46.8,49.8951,-97.1384,Public,Clean Electricity,2018,Approved,2022,Under Construction,5,0,1,0,1,2020.0,3.0,5.0,,,Yes,<$100M
3645.0,Equinor Canada,Bay du Nord offshore oil site,,NL,Announced & Planning,Energy,6800.0,47.9,-46.7,Private,Oil & Gas - Upstream,2018,Announced & Planning,2022,Approved,5,0,0,1,0,,,,,5.0,No,"$5,000M+"
3646.0,Chaudire Hydro North LP,Gatineau No. 1 Rehabilitation/Capacity Expansion,,ON,Announced & Planning,Energy,30.0,45.419797,-75.721209,Public,Other,2018,Announced & Planning,2018,Announced & Planning,1,0,0,1,0,,,,,1.0,Yes,<$100M
4000.0,Hydro One,Northwest Bulk Transmission Line Waasigan Transmission Line,,ON,Announced & Planning,Energy,,,,Public,Trans & Distr,2019,Announced & Planning,2024,In Review,6,1,0,0,0,,,,6.0,,No,
4001.0,Hydro One,Hawthorne to Merivale transmission upgrades (Planned),,ON,Announced & Planning,Energy,24.1,45.392172,-75.608256,Public,Trans & Distr,2020,Announced & Planning,2024,Under Construction,5,1,0,0,1,2022.0,3.0,,5.0,,No,<$100M
4004.0,ITC Holdings Corp. (subsidiary of Fortis),ITC Lake Erie Connector LLC,,ON,In Review,Energy,1000.0,42.793572,-80.074518,Private,Other,2019,In Review,2022,In Review,4,0,0,1,0,,,,,4.0,Yes,"$1,000M-$4,999M"
4006.0,Mines Agnico Eagle ltee,Wasamac,,QC,Announced & Planning,Mining,464.0,48.21,-79.19,Private,Precious Metal,2019,Announced & Planning,2024,In Review,6,1,0,0,0,,,,6.0,,No,$100M-$499M
4007.0,NexGen Energy Ltd.,Rook I,,SK,Announced & Planning,Mining,1247.0,57.59,-108.99,Private,Other,2019,Announced & Planning,2024,Approved,6,1,0,0,0,,,,6.0,,No,"$1,000M-$4,999M"
4008.0,Denison Mines Corp.,Wheeler River - Phoenix,,SK,Announced & Planning,Mining,945.6,57.53,-105.41,Private,Other,2019,Announced & Planning,2024,In Review,6,1,0,0,0,,,,6.0,,No,$500M-$999M
4011.0,Canadian Metals,Langis,,QC,Announced & Planning,Mining,331.13,48.625,-67.33333,Private,Other,2019,Announced & Planning,2020,Announced & Planning,2,0,0,1,0,,,,,2.0,No,$100M-$499M
4012.0,Lepidico Ltd.,L-Max Plant,,ON,Announced & Planning,Mining,53.83,46.47,-80.85,Private,Other,2019,Announced & Planning,2019,Announced & Planning,1,0,0,1,0,,,,,1.0,No,<$100M
4013.0,Rio Tinto,Vaudreuil alumina refinery,,QC,Announced & Planning,Mining,250.0,48.42623,-71.182543,Private,Critical Mineral,2019,Announced & Planning,2024,Announced & Planning,6,1,0,0,0,,,,6.0,,Yes,$100M-$499M
4014.0,Alcoa/Rio Tinto,The Elysis joint venture,,QC,Announced & Planning,Mining,558.0,48.43214,-71.17565,Private,Critical Mineral,2019,Announced & Planning,2024,Announced & Planning,6,1,0,0,0,,,,6.0,,Yes,$500M-$999M
4015.0,Signal Gold Inc. (formerly Anaconda Mining),Goldboro Gold,,NS,In Review,Mining,88.9,45.203,-61.6422,Private,Precious Metal,2019,In Review,2024,Approved,6,1,0,0,0,,,,6.0,,No,<$100M
4016.0,Allkem Limited,James Bay Lithium,,QC,In Review,Mining,,,,Private,Critical Mineral,2019,In Review,2024,Approved,6,1,0,0,0,,,,6.0,,Yes,
4018.0,San Group (Coulson Manufacturing Ltd.),Lumber mill,,BC,Announced & Planning,Forest,70.0,49.2339,-124.8055,Private,Lumber,2019,Announced & Planning,2019,Announced & Planning,1,0,0,1,0,,,,,1.0,No,<$100M
4019.0,Kalesnikoff Lumber,Glulam beams and CLT,,BC,Announced & Planning,Forest,35.0,49.3237,-117.6593,Private,EWP,2019,Announced & Planning,2020,Announced & Planning,2,0,0,1,0,,,,,2.0,Yes,<$100M
4020.0,Kruger,New tissue manufacturing facility,,QC,Announced & Planning,Forest,575.0,45.4042,-71.8929,Private,Pulp & Paper,2019,Announced & Planning,2020,Under Construction,2,0,1,0,1,2020.0,2.0,2.0,,,No,$500M-$999M
4021.0,Tolko,Mill upgrade,,BC,Announced & Planning,Forest,35.0,50.4477,-119.197,Private,Pulp & Paper,2019,Announced & Planning,2024,Announced & Planning,6,1,0,0,0,,,,6.0,,No,<$100M
4022.0,Skeena Sawmills,Mill upgrade,,BC,Announced & Planning,Forest,20.0,54.5182,-128.6032,Private,Pulp & Paper,2019,Announced & Planning,2020,Announced & Planning,2,0,0,1,0,,,,,2.0,No,<$100M
4024.0,Active Energy Group,New advanced pellet plant,,NL,Announced & Planning,Forest,19.7,50.616,-57.1511,Private,Other,2019,Announced & Planning,2023,Announced & Planning,5,0,0,1,0,,,,,5.0,Yes,<$100M
4025.0,Barette-Chapais,Pellet plant,,QC,Announced & Planning,Forest,97.0,49.7822,-74.8525,Private,Other,2019,Announced & Planning,2019,Announced & Planning,1,0,0,1,0,,,,,1.0,Yes,<$100M
4028.0,Bois d'oeuvre Cedrico,Sawmill upgrade,,QC,Announced & Planning,Forest,26.0,48.65523071,-67.4675148,Private,Lumber,2019,Announced & Planning,2022,Announced & Planning,4,0,0,1,0,,,,,4.0,No,<$100M
4029.0,Rayonier Advanced Materials,Sawmill upgrade,,QC,Announced & Planning,Forest,23.0,48.800096,-79.201022,Private,Lumber,2019,Announced & Planning,2022,Under Construction,4,0,1,0,1,2021.0,3.0,4.0,,,No,<$100M
4030.0,Gitxsan Development Corp and Airex Energy,Torrefied pellet plant,,BC,Announced & Planning,Forest,45.0,55.2568,-127.672,Private,Other,2019,Announced & Planning,2024,Under Construction,6,1,0,0,1,2023.0,5.0,,6.0,,Yes,<$100M
4031.0,Uniboard,Mill upgrade,,QC,Announced & Planning,Forest,38.5,,0.0,Private,Pulp & Paper,2019,Announced & Planning,2020,Announced & Planning,2,0,0,1,0,,,,,2.0,No,<$100M
4032.0,Kruger,Upgrade packaging plant,,QC,Announced & Planning,Forest,20.0,45.5017,-73.5673,Private,Other,2019,Announced & Planning,2020,Announced & Planning,2,0,0,1,0,,,,,2.0,Yes,<$100M
4033.0,Hibernia Management and Development Company,Hibernia West Project,,NL,In Review,Energy,2000.0,46.45026,-48.46976,Private,Other,2019,In Review,2020,In Review,2,0,0,1,0,,,,,2.0,Yes,"$1,000M-$4,999M"
4034.0,NGTL,NGTL 2021 Expansion,,AB,In Review,Energy,2310.0,52.362087,-114.910576,Private,Other,2019,In Review,2021,Under Construction,3,0,1,0,1,2021.0,3.0,3.0,,,Yes,"$1,000M-$4,999M"
4035.0,NGTL,NGTL 2022 Expansion (North Corridor and Edson Mainline),,AB,In Review,Energy,1400.0,52.082813,-115.015467,Private,Trans & Distr,2019,In Review,2022,Under Construction,4,0,1,0,1,2022.0,4.0,4.0,,,No,"$1,000M-$4,999M"
4036.0,VanadiumCorp Resource inc.,Lac Dor Vanadium,,QC,Announced & Planning,Mining,321.0,49.835624,-74.023701,Private,Critical Mineral,2019,Announced & Planning,2020,Announced & Planning,2,0,0,1,0,,,,,2.0,Yes,$100M-$499M
4037.0,Les Ressources Yorbeau inc.,Lac scott,,QC,Announced & Planning,Mining,390.0,49.843449,-74.661342,Private,Other,2019,Announced & Planning,2022,Announced & Planning,4,0,0,1,0,,,,,4.0,No,$100M-$499M
4038.0,SOQUEM-Focus graphite,Kwyjibo,,QC,Announced & Planning,Mining,763.0,50.212809,-66.376109,Private,Critical Mineral,2019,Announced & Planning,2020,Announced & Planning,2,0,0,1,0,,,,,2.0,Yes,$500M-$999M
4039.0,Eastmain Resources,Eau Claire,,QC,Announced & Planning,Mining,175.0,48.224089,-78.997427,Private,Other,2019,Announced & Planning,2023,Announced & Planning,5,0,0,1,0,,,,,5.0,No,$100M-$499M
4040.0,CRB Innovations,0,,QC,In Review,Forest,,45.4724,-71.6208,Private,Other,2019,In Review,2020,In Review,2,0,0,1,0,,,,,2.0,Yes,
4041.0,Gazoduq inc.,Gazoduq,,Multi,Announced & Planning,Energy,4500.0,48.428256,-80.329828,Private,Other,2019,Announced & Planning,2022,In Review,4,0,0,1,0,,,,,4.0,Yes,"$1,000M-$4,999M"
4042.0,Enel Green Power North America,Riverview Wind Farm (115 MW),,AB,Announced & Planning,Energy,134.0,49.526976,-113.950593,Private,Clean Electricity,2019,Announced & Planning,2019,Announced & Planning,1,0,0,1,0,,,,,1.0,Yes,$100M-$499M
4043.0,Enel Green Power North America,Castle Rock Ridge Wind Power Plant Phase 2 (31 MW),,AB,Announced & Planning,Energy,,,,Private,Clean Electricity,2019,Announced & Planning,2019,Announced & Planning,1,0,0,1,0,,,,,1.0,Yes,
4044.0,EDF Renewables Canada Inc.,Cypress Wind Power Project,,AB,Announced & Planning,Energy,,,,Private,Clean Electricity,2019,Announced & Planning,2022,Under Construction,4,0,1,0,1,2022.0,4.0,4.0,,,Yes,
4045.0,Potentia Renewables Inc.,Stirling Wind Power Project,,AB,Announced & Planning,Energy,,,,Private,Clean Electricity,2019,Announced & Planning,2023,Under Construction,5,0,1,0,1,2023.0,5.0,5.0,,,Yes,
4046.0,Capstone Infrastructure Corporation,Buffalo Atlee Wind Farm 1 -3,,AB,Announced & Planning,Energy,,,,Private,Clean Electricity,2019,Announced & Planning,2023,Under Construction,5,0,1,0,1,2022.0,4.0,5.0,,,Yes,
4047.0,TransAlta Corporation,Windrise Wind (207 MW),,AB,Announced & Planning,Energy,275.0,49.526976,-113.950593,Private,Clean Electricity,2019,Announced & Planning,2021,Under Construction,3,0,1,0,1,2021.0,3.0,3.0,,,Yes,$100M-$499M
4048.0,Potentia Renewables Inc.,Jenner Wind Power Project 1 and 2,,AB,Announced & Planning,Energy,,,,Private,Clean Electricity,2019,Announced & Planning,2023,Under Construction,5,0,1,0,1,2022.0,4.0,5.0,,,Yes,
4049.0,Innogy/Solar Krafte Utilities Inc,Prairie Sunlight II and III (30 MW and 27 MW),,AB,Announced & Planning,Energy,80.0,50.074309,-112.108606,Private,Clean Electricity,2019,Announced & Planning,2019,Announced & Planning,1,0,0,1,0,,,,,1.0,Yes,<$100M
4050.0,Canadian Solar,Three solar farms,,AB,Announced & Planning,Energy,100.0,50.280081,-111.68567,Private,Clean Electricity,2019,Announced & Planning,2023,Approved,5,0,0,1,1,2021.0,3.0,,,5.0,Yes,$100M-$499M
4051.0,Canadian Solar,Suffield bi-facial solar Project,,AB,Announced & Planning,Energy,49.0,50.223224,-111.160782,Private,Clean Electricity,2019,Announced & Planning,2020,Under Construction,2,0,1,0,1,2020.0,2.0,2.0,,,Yes,<$100M
4052.0,Cascade Power,Cascade Natural Gas Project,,AB,Announced & Planning,Energy,1500.0,53.546576,-116.601057,Private,NG Power Gen,2019,Announced & Planning,2023,Under Construction,5,0,1,0,1,2021.0,3.0,5.0,,,No,"$1,000M-$4,999M"
4054.0,University of Alberta,South Campus District Energy System,,AB,Announced & Planning,Energy,29.5,53.523149,-113.524093,Private,Clean Heat,2019,Announced & Planning,2020,Announced & Planning,2,0,0,1,0,,,,,2.0,Yes,<$100M
4055.0,Kineticor Resource Corp,Three Creeks Power Plant,,AB,Announced & Planning,Energy,100.0,56.228128,-117.433396,Private,NG Power Gen,2019,Announced & Planning,2020,Announced & Planning,2,0,0,1,0,,,,,2.0,Yes,$100M-$499M
4056.0,Vanderwell Contractors,Vanderwell Sawmill bioenergy plant (3.6 MW),,AB,Announced & Planning,Energy,40.0,55.391952,-114.289016,Private,Waste Biomass,2019,Announced & Planning,2019,Announced & Planning,1,0,0,1,0,,,,,1.0,Yes,<$100M
4057.0,EDF Renewables Canada,Vulcan Solar Project,,AB,Announced & Planning,Energy,115.0,50.403783,-113.253133,Private,Clean Electricity,2019,Announced & Planning,2024,Announced & Planning,6,1,0,0,0,,,,6.0,,Yes,$100M-$499M
4059.0,Solar Krafte,Prairie Sunlight I,,AB,Announced & Planning,Energy,125.0,49.789854,-112.162682,Private,Clean Electricity,2019,Announced & Planning,2019,Announced & Planning,1,0,0,1,0,,,,,1.0,Yes,$100M-$499M
4061.0,Solar Krafte,Spring Coulle Solar Project,,AB,Approved,Energy,50.0,49.333282,-113.05492,Private,Clean Electricity,2019,Approved,2020,Under Construction,2,0,1,0,1,2020.0,2.0,2.0,,,Yes,<$100M
4062.0,Solar Krafte,Strathmore Solar Farm,,AB,Announced & Planning,Energy,60.0,51.037057,-113.402242,Private,Clean Electricity,2019,Announced & Planning,2021,Under Construction,3,0,1,0,1,2021.0,3.0,3.0,,,Yes,<$100M
4063.0,Suncor,Forty Mile Wind Power Project,,AB,Announced & Planning,Energy,,,,Private,Clean Electricity,2019,Announced & Planning,2022,Under Construction,4,0,1,0,1,2021.0,3.0,4.0,,,Yes,
4064.0,NGTL,NGTL Westpath Delivery project,,AB,Approved,Energy,409.0,51.189019,-114.469601,Private,Other,2019,Approved,2019,Approved,1,0,0,1,0,,,,,1.0,Yes,$100M-$499M
4066.0,Westcoast,T South Expansion and Reliability Project,,BC,Announced & Planning,Energy,329.0,55.697009,-121.63026,Private,Other,2019,Announced & Planning,2021,Approved,3,0,0,1,0,,,,,3.0,Yes,$100M-$499M
4067.0,Global First Power,Micro Modular Reactor demonstration project at Chalk River Laboratories,,ON,Announced & Planning,Energy,,46.0502,-77.361,Private,Nuclear,2019,Announced & Planning,2022,In Review,4,0,0,1,0,,,,,4.0,Yes,
4072.0,PEI Energy Corporation,Borden Battery Park,,PE,Announced & Planning,Energy,35.0,46.2537626,-63.6921622,Public,"DER, Storage, EV",2020,Announced & Planning,2024,In Review,5,1,0,0,0,,,,5.0,,Yes,<$100M
4073.0,PEI Energy Corporation,Western PEI Transmission Upgrade,,PE,In Review,Energy,20.0,46.794249,-64.157612,Private,Trans & Distr,2019,In Review,2024,In Review,6,1,0,0,0,,,,6.0,,No,<$100M
4077.0,Synex Energy Resources Ltd.,Victoria Lake Hydro Project,,BC,In Review,Energy,18.0,50.424697,-127.487264,Private,Clean Electricity,2019,In Review,2024,In Review,6,1,0,0,0,,,,6.0,,Yes,<$100M
4080.0,Pacific Greengen Power Inc.,Fries Creek Hydroelectric Project,,BC,In Review,Energy,20.0,49.307766,-121.799622,Private,Clean Electricity,2019,In Review,2024,In Review,6,1,0,0,0,,,,6.0,,Yes,<$100M
4091.0,Moose Lake Wind LP,Moose Lake Wind Project,,BC,Announced & Planning,Energy,45.0,55.11167,-121.000634,Private,Clean Electricity,2019,Announced & Planning,2019,Announced & Planning,1,0,0,1,0,,,,,1.0,Yes,<$100M
4093.0,BC Hydro,Mica Modernize Controls (Digital) Project,,BC,Announced & Planning,Energy,48.0,51.001442,-118.19374,Public,Clean Electricity,2019,Announced & Planning,2024,Under Construction,6,1,0,0,1,2020.0,2.0,,6.0,,Yes,<$100M
4096.0,Boralex,Babcock Ridge Wind Farm,,BC,In Review,Energy,50.0,55.11167,-121.000634,Private,Clean Electricity,2019,In Review,2024,Announced & Planning,6,1,0,0,0,,,,6.0,,Yes,<$100M
4097.0,Sukunka Wind Project LP,Sukunka Wind Energy Project,,BC,In Review,Energy,50.0,55.568893,-121.461838,Private,Clean Electricity,2019,In Review,2022,In Review,4,0,0,1,0,,,,,4.0,Yes,<$100M
4104.0,Canfor Corporation/Licella,Biofuel Facility,,BC,Announced & Planning,Energy,70.0,53.92241,-122.745706,Private,Low Carbon Fuels,2019,Announced & Planning,2024,Announced & Planning,6,1,0,0,0,,,,6.0,,Yes,<$100M
4107.0,BC Hydro,Mica Replace Units 1-4 Transformers Project,,BC,Approved,Energy,82.0,51.001442,-118.19374,Public,Clean Electricity,2019,Approved,2022,Under Construction,4,0,1,0,1,2020.0,2.0,4.0,,,Yes,<$100M
4109.0,BC Hydro,Bridge River 2 Units 5 and 6 Upgrade Project,,BC,In Review,Energy,86.0,50.685977,-121.936464,Public,Other,2019,In Review,2019,In Review,1,0,0,1,0,,,,,1.0,Yes,<$100M
4111.0,Borealis Geopower,Canoe Reach Geothermal Energy Project,,BC,Announced & Planning,Energy,120.0,52.830616,-119.265917,Private,Clean Electricity,2019,Announced & Planning,2024,In Review,6,1,0,0,0,,,,6.0,,Yes,$100M-$499M
4112.0,Western Bioenergy Inc. (subsidiary of Dalkia Canada),Ditni Yoh Green Energy Project,,BC,In Review,Energy,140.0,54.232283,-125.76662,Private,Clean Electricity,2019,In Review,2019,In Review,1,0,0,1,0,,,,,1.0,Yes,$100M-$499M
4115.0,Pembina Pipeline Corp.,Watson Island Propane Export Terminal,,BC,Announced & Planning,Energy,260.0,50.93169,-126.818821,Private,Oil & Gas - Downstream,2019,Announced & Planning,2022,Announced & Planning,4,0,0,1,0,,,,,4.0,No,$100M-$499M
4116.0,Alcan Aluminum Ltd. and the Province of BC,Kenney Dam Cold Water Release Facility,,BC,Announced & Planning,Energy,275.0,53.566667,-124.95,Public,Clean Electricity,2020,Announced & Planning,2024,Announced & Planning,5,1,0,0,0,,,,5.0,,Yes,$100M-$499M
4119.0,AltaGas / Vopak Development Canada Inc.,Ridley Island Energy Export Facility (REEF),,BC,In Review,Energy,750.0,54.314188,-130.322183,Private,"DER, Storage, EV",2019,In Review,2024,In Review,6,1,0,0,0,,,,6.0,,Yes,$500M-$999M
4122.0,Teck Resources/NGEx Resources,GJ Kinaskan Lake Copper-Gold Project,,BC,In Review,Mining,,57.666667,-130.25,Private,Precious Metal,2020,In Review,2023,Announced & Planning,4,0,0,1,0,,,,,4.0,No,
4123.0,Fortis BC Inc.,Nicola Lake Hydro Project,,BC,Announced & Planning,Energy,,,,Private,Clean Electricity,2020,Announced & Planning,2022,Announced & Planning,3,0,0,1,0,,,,,3.0,Yes,
4124.0,Selkirk Metals Corp.,Gold Mine,,BC,Announced & Planning,Mining,,49.25546,-125.67439,Private,Precious Metal,2019,Announced & Planning,2022,In Review,4,0,0,1,0,,,,,4.0,No,
4125.0,Nisgaa Nation,Nisgaa LNG,,BC,Announced & Planning,Energy,,54.901569,-130.072604,Private,Oil & Gas - Downstream,2019,Announced & Planning,2024,Announced & Planning,6,1,0,0,0,,,,6.0,,No,
4126.0,Devon Energy Corporation/ BP JV,Pike,,AB,Announced & Planning,Energy,1900.0,55.599405,-110.995766,Private,Clean Electricity,2019,Announced & Planning,2024,Announced & Planning,6,1,0,0,0,,,,6.0,,Yes,"$1,000M-$4,999M"
4130.0,Pembina Pipelines Corp.,Peace Pipeline Expansion,,AB,Announced & Planning,Energy,500.0,55.404987,-119.154484,Private,Trans & Distr,2019,Announced & Planning,2023,Under Construction,5,0,1,0,1,2023.0,5.0,5.0,,,No,$500M-$999M
4133.0,SinoCan Global,SinoCan Global Upgrader and Petrochemical Facility,,AB,Announced & Planning,Energy,8500.0,53.737388,-112.476887,Private,Oil & Gas - Downstream,2019,Announced & Planning,2023,Announced & Planning,5,0,0,1,0,,,,,5.0,No,"$5,000M+"
4134.0,Nauticol Energy,Nauticol Methanol Plant,,AB,Announced & Planning,Energy,2000.0,55.153707,-118.734061,Private,Low Carbon Fuels,2019,Announced & Planning,2022,Announced & Planning,4,0,0,1,0,,,,,4.0,Yes,"$1,000M-$4,999M"
4136.0,Inter Pipeline Corp,Acrylic Acid Plant,,AB,Announced & Planning,Energy,600.0,53.836613,-113.067894,Private,Waste Biomass,2019,Announced & Planning,2020,Announced & Planning,2,0,0,1,0,,,,,2.0,Yes,$500M-$999M
