Unique ID,company,project,province,company_type,start_year,end_year,reporting_years,start_status,end_status,current_survival,end_success,project_cost,cost_percentile,latitude_1,longitude_1,sector,group,cleantech,abbreviation,_cost_quintile_bayes,p_bayes,risk_score,years_remaining,p_cox,blended_prob,priority_index,urgency_scale_(0-1),power_ranking
1045,Northern Energy Solutions (NES),NES Wood Pellet Plant,NB,Private,2017,2024,8,In Review,In Review,1,0,70.0,0.276,47.022825,-65.495815,Forest,Other,Yes,FOR-OTH,0,0.5793656395868162,1.2485998555543802,0.25,0.06314639290218915,0.3728779409129654,1.4915117636518616,0.6243590158499835,0.47347037088777266
1049,"Energie hydroelectrique Pessamit, Societe en commandite ",Centrale hydroelectrique de la chute du quatre milles,QC,Public,2017,2024,8,In Review,In Review,1,0,22.0,0.109,48.7263889,-69.0927778,Energy,Clean Electricity,Yes,EN-CLEL,0,0.6789308493398031,0.8276855529341924,0.25,0.042317727906173164,0.4242856007663511,1.6971424030654043,0.7105364769594712,0.5387859512435991
1050,"Manouane Sipi, Societe en commandite

",Centrale hydroelectrique Manouane Sipi (Dam B),QC,Private,2017,2024,8,In Review,In Review,1,0,100.0,0.343,47.3812,-73.5727,Energy,Clean Electricity,Yes,EN-CLEL,1,0.8632051467564221,0.7788205762350136,0.25,0.03986987115939855,0.5338710365176127,2.135484146070451,0.8942405135671334,0.678018827337421
1051,Fluorspar Holdings PTE Ltd. ,St. Lawrence Fluorspar Mine,NL,Private,2017,2024,8,Approved,Approved,1,0,250.0,0.535,,,Mining,Precious Metal,No,MIN-PM,2,0.5710897755186707,0.24422515008944934,0.25,0.012677547571815051,0.34772488433992843,1.3908995373597137,0.5821935766763333,0.4415123612744904
1057,Pacific Future Energy,Pacific Future Energy Oil Refinery,BC,Private,2017,2024,8,Announced & Planning,Announced & Planning,1,0,12720.0,0.983,53.9528963,-128.722594,Energy,Oil & Gas - Downstream,No,EN-OG-D,4,0.008574925024211784,0.22825844439146817,0.25,0.011853660127980059,0.009886419065719094,0.039545676262876375,0.015856550531002527,0.012274471651832467
1067,Sayona Quebec inc.,Authier,QC,Private,2017,2024,8,Announced & Planning,In Review,1,0,223.0,0.52,48.400581,-78.257358,Mining,Other,No,MIN-OTH,1,0.051287394709728845,0.24729708640255274,0.25,0.01283598171694278,0.03590682951261442,0.14362731805045767,0.0594759822603491,0.04533449061170829
1077,Cenovus Energy Inc.,Christina Lake,AB,Private,2017,2024,8,Approved,Approved,1,0,900.0,0.794,55.576423,-110.89741,Energy,Other,Yes,EN-OTH,3,0.9016238498435019,1.0455309037346399,0.25,0.05315483233786611,0.5622362428412475,2.24894497136499,0.9417906543786226,0.7140580074561975
1079,Japan Canada Oil Sands Limited (JACOS),Hangingstone ,AB,Private,2017,2024,8,Approved,Approved,1,0,1200.0,0.829,56.28806,-111.604233,Energy,Oil & Gas - Upstream,No,EN-OG-U,3,0.8657873010223243,0.7839496467849103,0.25,0.040127101977712076,0.5355232214044794,2.1420928856179176,0.8970101611107039,0.6801179972869692
1082,Cenovus Energy Inc.,Narrows Lake,AB,Private,2017,2024,8,Approved,Approved,1,0,1600.0,0.873,,-113.426459,Energy,Clean Electricity,Yes,EN-CLEL,4,0.9349163295884131,0.9838047529420494,0.25,0.05009666683947622,0.5809884644888383,2.3239538579553534,0.9732260252233689,0.7378834887826505
1083,Value Creation Inc.,Heartland Upgrader,AB,Private,2017,2024,8,In Review,Announced & Planning,1,0,2000.0,0.894,,,Energy,Oil & Gas - Downstream,No,EN-OG-D,4,0.572974191288468,0.7839496467849103,0.25,0.040127101977712076,0.3598353555641656,1.4393414222566625,0.6024950194169824,0.45689922110529235
1090,Value Creation Inc.,Heartland Upgrader,AB,Private,2017,2024,8,In Review,Announced & Planning,1,0,2000.0,0.894,,,Energy,Oil & Gas - Downstream,No,EN-OG-D,4,0.572974191288468,0.7839496467849103,0.25,0.040127101977712076,0.3598353555641656,1.4393414222566625,0.6024950194169824,0.45689922110529235
2025,Synex Energy Resources Ltd.,Victoria Lake Hydro Project,ON,Private,2017,2024,8,Announced & Planning,In Review,1,0,18.0,0.083,49.777918,-94.497042,Energy,Other,Yes,EN-OTH,0,0.6127734322968046,1.4005883507493055,0.25,0.07055560182686194,0.39588630010882747,1.5835452004353099,0.6629291819584869,0.5027034528486912
2059,Aeolis / Boralex,Hackney Hills Wind Park (Aeolis / Boralex),BC,Private,2017,2024,8,Approved,In Review,1,0,5200.0,0.953,56.247719,-120.841882,Energy,Other,Yes,EN-OTH,4,0.04512940135681487,0.2864491914913728,0.25,0.01485301367824543,0.03301884628538709,0.13207538514154837,0.05463469862753958,0.04166518722224809
2075,FireFly Metals Ltd. (previously owned by Rambler Mining and Metals),Green Bay Copper-Gold Project (formerly Ming Mine),NL,Private,2017,2024,8,Announced & Planning,Approved,1,0,66.24,0.269,49.975196,-56.180174,Mining,Other,No,MIN-OTH,0,0.2954037334319821,0.25954839222330023,0.25,0.01346758610411336,0.1826292745008346,0.7305170980033384,0.30543481082641044,0.23175148903106493
2083,Ressources Falco ltee,Horne 5,QC,Private,2017,2024,8,Announced & Planning,In Review,1,0,1080.0,0.82,48.234558,-78.996534,Mining,Other,No,MIN-OTH,3,0.0451660263486142,0.21895914271353553,0.25,0.011373496222701895,0.031649014298249276,0.1265960571929971,0.05233837463351271,0.03992475843235465
2092,Miniere Osisko Inc.,Lac Windfall,QC,Private,2017,2024,8,Announced & Planning,In Review,1,0,788.6,0.773,49.026695,-75.642654,Mining,Other,No,MIN-OTH,3,0.0451660263486142,0.23269713800186304,0.25,0.012082767199519062,0.031932722688976144,0.12773089075590457,0.05281397046646891,0.04028522179997325
2114,Chantiers Chibougamau inc.,Centrale de cogeneration Assinica,QC,Private,2017,2024,8,Announced & Planning,Announced & Planning,1,0,342.0,0.601,,,Energy,Other,Yes,EN-OTH,2,0.7223338630977778,0.6895749892600432,0.25,0.03538301593827853,0.4475535242339781,1.7902140969359124,0.7495417647988457,0.5683488204599252
2115,Cogeneration Val-d'Or,Cogeneration Val-d'Or,QC,Private,2017,2024,8,Announced & Planning,Announced & Planning,1,0,72.0,0.285,48.148516,-77.791895,Energy,Other,Yes,EN-OTH,0,0.5190744547819697,0.7788205762350136,0.25,0.03986987115939855,0.3273926213329412,1.309570485331765,0.5481094964137864,0.4156793713652793
2121,Ainsworth Energy Co. Ltd.,Anahim Lake Bioenergy Project,BC,Private,2018,2024,7,Announced & Planning,Announced & Planning,1,0,15.0,0.073,52.418398,-126.486276,Energy,Waste Biomass,Yes,EN-BIO,0,0.031662329133438284,0.3653923344007385,0.25,0.01890747006322835,0.026560385505354313,0.10624154202141725,0.0438080289389023,0.033459442878773504
2122,Yun Ka Whu'ten Holdings,Biomass Project - Anahim Lake,BC,Private,2018,2024,7,Announced & Planning,Announced & Planning,1,0,15.0,0.073,52.465348,-125.317541,Energy,Waste Biomass,Yes,EN-BIO,0,0.031662329133438284,0.3653923344007385,0.25,0.01890747006322835,0.026560385505354313,0.10624154202141725,0.0438080289389023,0.033459442878773504
2123,Ainsworth Energy Co. Ltd.,Tumbler Ridge Bioenergy Project,BC,Private,2018,2024,7,Announced & Planning,Announced & Planning,1,0,15.0,0.073,50.024653,-119.373429,Energy,Waste Biomass,Yes,EN-BIO,0,0.031662329133438284,0.3653923344007385,0.25,0.01890747006322835,0.026560385505354313,0.10624154202141725,0.0438080289389023,0.033459442878773504
2124,Nations Energy Corp.,Biomass Project - Kamloops,BC,Private,2018,2024,7,Announced & Planning,Announced & Planning,1,0,15.0,0.073,50.716188,-120.388986,Energy,Waste Biomass,Yes,EN-BIO,0,0.031662329133438284,0.3653923344007385,0.25,0.01890747006322835,0.026560385505354313,0.10624154202141725,0.0438080289389023,0.033459442878773504
3101,Frontier Lithium Inc.,Pakeagama Lake,ON,Private,2018,2024,7,Announced & Planning,Announced & Planning,1,0,869.316174,0.789,52.6,-93.37,Mining,Critical Mineral,Yes,MIN-CM,3,0.44350545232274663,0.49414786637367053,0.25,0.02548447991244207,0.2762970633586248,1.1051882534344992,0.4624552286887553,0.35076032949067704
3104,Gensource Potash Corp,Vanguard,SK,Private,2018,2024,7,Announced & Planning,Approved,1,0,353.6,0.616,50.84,-106.21,Mining,Other,No,MIN-OTH,2,0.14141014834709892,0.29399119366916854,0.25,0.015241087675758047,0.09094252407856257,0.3637700963142503,0.15173531562851206,0.11525964069854236
3105,Ram River Coal,Aries,AB,Private,2018,2024,7,Announced & Planning,Announced & Planning,1,0,1028.0,0.817,52.18,-115.58,Mining,Coal,No,MIN-COAL,3,0.12862121882312558,0.33198499645107393,0.25,0.017193736591296416,0.08405022593039392,0.3362009037215757,0.1401813807224539,0.10650268784721792
3600,Fibre Pontiac,Fibre Pontiac (The Biomass Conversion Centre),QC,Private,2018,2024,7,In Review,In Review,1,0,120.0,0.389,45.542307,-76.109056,Energy,Waste Biomass,Yes,EN-BIO,1,0.8231538587695799,0.7788205762350136,0.25,0.03986987115939855,0.5098402637255074,2.0393610549020296,0.853956419842019,0.647486726172112
3603,Maritime Resources Corp.,Hammerdown (Green Bay),NL,Private,2018,2024,7,Announced & Planning,Approved,1,0,75.0,0.293,49.5544,-56.2372,Mining,Precious Metal,No,MIN-PM,0,0.3866058094650193,0.25954839222330023,0.25,0.01346758610411336,0.23735052012065694,0.9494020804826278,0.39716701629373213,0.30127711858988704
3604,AuMEGA (previously Matador Mining Limited),Cape Ray,NL,Private,2018,2024,7,In Review,In Review,1,0,145.4,0.44,47.4503,-58.5547,Mining,Other,No,MIN-OTH,1,0.5880372672147071,0.24422515008944934,0.25,0.012677547571815051,0.3578933793575503,1.4315735174302011,0.5992395788951138,0.45443185917257567
3610,Telkwa Mining Ltd.,Tenas Project,BC,Private,2018,2024,7,In Review,In Review,1,0,115.0,0.381,54.62717,-127.161516,Mining,Coal,No,MIN-COAL,1,0.004393838847087844,0.11602217821202393,0.25,0.006042796010110707,0.005053421712296989,0.020213686849187958,0.0077547337462153506,0.006133946525864334
3615,NB Power,Advanced Meter Infrastructure,NB,Public,2018,2024,7,In Review,Approved,1,0,109.6,0.37,,,Energy,Waste Biomass,Yes,EN-BIO,1,0.8997673794264492,0.9385173038778459,0.25,0.04784666162645723,0.5589990923064524,2.2359963692258096,0.9363640425640899,0.7099450724095074
3617,St Barbara Ltd.,Beaver Dam Gold Project,NS,Private,2018,2024,7,Announced & Planning,In Review,1,0,314.5,0.586,44.98,-62.94,Mining,Other,No,MIN-OTH,2,0.14588350907625558,0.13383436023532416,0.25,0.006967271019614585,0.09031701385359918,0.3612680554143967,0.15068673875807861,0.11446490381539096
3622,CVW Cleantech,Titanium and Zircon Extraction Facility,AB,Private,2018,2024,7,Announced & Planning,Announced & Planning,1,0,610.0,0.727,57.336236,-111.754013,Mining,Critical Mineral,Yes,MIN-CM,3,0.20515521708536852,0.4427587598123702,0.25,0.02286475718501202,0.13223903312522592,0.5289561325009037,0.22096290374429461,0.1677285813728534
4000,Hydro One,Northwest Bulk Transmission Line Waasigan Transmission Line,ON,Public,2019,2024,6,Announced & Planning,In Review,1,0,1200.0,0.829,,,Energy,Trans & Distr,No,EN-T&D,4,0.6859761355254106,0.8749393133798659,0.25,0.04467893618831931,0.4294572557905741,1.7178290231622964,0.7192060040492617,0.5453567550940491
4006,Mines Agnico Eagle ltee,Wasamac,QC,Private,2019,2024,6,Announced & Planning,In Review,1,0,533.0,0.699,48.21,-79.19,Mining,Precious Metal,No,MIN-PM,2,0.04986925394307443,0.23269713800186304,0.25,0.012082767199519062,0.034754659245652283,0.13901863698260913,0.057544536466943706,0.043870610134168854
4007,NexGen Energy Ltd.,Rook I,SK,Private,2019,2024,6,Announced & Planning,Approved,1,0,1300.0,0.843,57.59,-108.99,Mining,Other,No,MIN-OTH,4,0.10244324985099663,0.276634514218283,0.25,0.014347770090027967,0.06720505794660916,0.26882023178643666,0.11194290783834361,0.08510019790330295
4008,Denison Mines Corp.,Wheeler River - Phoenix,SK,Private,2019,2024,6,Announced & Planning,In Review,1,0,945.659,0.801,57.53,-105.41,Mining,Other,No,MIN-OTH,3,0.12485638875652635,0.276634514218283,0.25,0.014347770090027967,0.08065294128992699,0.32261176515970796,0.13448632738182967,0.10218629572668807
4013,Rio Tinto,Vaudreuil alumina refinery,QC,Private,2019,2024,6,Announced & Planning,Announced & Planning,1,0,250.0,0.535,48.42623,-71.182543,Mining,Critical Mineral,Yes,MIN-CM,2,0.018235639335073415,0.31034142306119733,0.25,0.016081864472034524,0.017374129389857856,0.06949651755943143,0.028408607308103226,0.021787920557156004
4014,Alcoa/Rio Tinto,The Elysis joint venture,QC,Private,2019,2024,6,Announced & Planning,Announced & Planning,1,0,664.0,0.737,48.43214,-71.17565,Mining,Critical Mineral,Yes,MIN-CM,3,0.01972530065728269,0.29201945724590034,0.25,0.015139646667279183,0.017891039061281287,0.07156415624512515,0.029275131153640166,0.02244467589822484
4015,Signal Gold Inc. (formerly Anaconda Mining),Goldboro Gold,NS,Private,2019,2024,6,In Review,Approved,1,0,271.0,0.56,45.203,-61.6422,Mining,Precious Metal,No,MIN-PM,2,0.15250969112441573,0.13383436023532416,0.25,0.006967271019614585,0.09429272308249527,0.3771708923299811,0.157351436751198,0.11951620854997635
4016,Allkem Limited,James Bay Lithium,QC,Private,2019,2024,6,In Review,Approved,1,0,508.7,0.691,,,Mining,Critical Mineral,Yes,MIN-CM,2,0.018235639335073415,0.29201945724590034,0.25,0.015139646667279183,0.016997242267955723,0.06798896907182289,0.02777681089132374,0.02130906971730293
4021,Tolko,Mill upgrade,BC,Private,2019,2024,6,Announced & Planning,Announced & Planning,1,0,35.0,0.158,50.4477,-119.197,Forest,Pulp & Paper,No,FOR-P&P,0,0.03999151456017152,0.3873643779116232,0.25,0.02003296515006625,0.03200809479612941,0.12803237918451765,0.05294032083626722,0.04038098521218454
4057,EDF Renewables Canada,Vulcan Solar Project,AB,Private,2019,2024,6,Announced & Planning,Announced & Planning,1,0,155.0,0.452,50.403783,-113.253133,Energy,Clean Electricity,Yes,EN-CLEL,1,0.9492928664135073,1.1111298938078658,0.25,0.056394083240398296,0.5921333531442637,2.368533412577055,0.9919088092950744,0.752043535604588
4072,PEI Energy Corporation,Borden Battery Park,PE,Public,2020,2024,5,Announced & Planning,In Review,1,0,35.0,0.158,46.2537626,-63.6921622,Energy,"DER, Storage, EV",Yes,EN-DER,0,0.8451967326349064,0.812555396097532,0.25,0.0415604610704009,0.5237422240091042,2.094968896036417,0.8772610333004432,0.6651497477256398
4073,PEI Energy Corporation,Western PEI Transmission Upgrade,PE,Private,2019,2024,6,In Review,In Review,1,0,44.0,0.193,46.794249,-64.157612,Energy,Trans & Distr,No,EN-T&D,0,0.7334148597776233,0.6474887561367124,0.25,0.03325984536418991,0.45335285401224995,1.8134114160489998,0.7592634972771078,0.5757171113181931
4077,Synex Energy Resources Ltd.,Victoria Lake Hydro Project,BC,Private,2019,2024,6,In Review,In Review,1,0,18.0,0.083,50.424697,-127.487264,Energy,Clean Electricity,Yes,EN-CLEL,0,0.03886750070353142,0.3653923344007385,0.25,0.01890747006322835,0.030883488447410193,0.12353395378964077,0.051055081940806185,0.03895212584476859
4080,Pacific Greengen Power Inc.,Fries Creek Hydroelectric Project,BC,Private,2019,2024,6,In Review,In Review,1,0,20.0,0.089,49.307766,-121.799622,Energy,Clean Electricity,Yes,EN-CLEL,0,0.03886750070353142,0.3653923344007385,0.25,0.01890747006322835,0.030883488447410193,0.12353395378964077,0.051055081940806185,0.03895212584476859
4096,Boralex,Babcock Ridge Wind Farm,BC,Private,2019,2024,6,In Review,Announced & Planning,1,0,50.0,0.214,55.11167,-121.000634,Energy,Clean Electricity,Yes,EN-CLEL,0,0.03886750070353142,0.3438202677586979,0.25,0.017801205832257083,0.030440982755021686,0.12176393102008674,0.050313285539155234,0.03838990386867511
4104,Canfor Corporation/Licella,Biofuel Facility,BC,Private,2019,2024,6,Announced & Planning,Announced & Planning,1,0,70.0,0.276,53.92241,-122.745706,Energy,Low Carbon Fuels,Yes,EN-LCF,0,0.01088860225261998,0.3438202677586979,0.25,0.017801205832257083,0.01365364368447482,0.05461457473789928,0.02217175441305873,0.017060887975908386
4111,Borealis Geopower,Canoe Reach Geothermal Energy Project,BC,Private,2019,2024,6,Announced & Planning,In Review,1,0,120.0,0.389,52.830616,-119.265917,Energy,Clean Electricity,Yes,EN-CLEL,1,0.10768137894118547,0.3438202677586979,0.25,0.017801205832257083,0.07172930969761411,0.28691723879045644,0.11952715754808958,0.0908484488378043
4116,Alcan Aluminum Ltd. and the Province of BC,Kenney Dam Cold Water Release Facility,BC,Public,2020,2024,5,Announced & Planning,Announced & Planning,1,0,275.0,0.563,53.566667,-124.95,Energy,Clean Electricity,Yes,EN-CLEL,2,0.09960249225460978,0.323521774794583,0.25,0.01675911424411447,0.06646514105041165,0.2658605642016466,0.11070254483158218,0.08416010256287987
4119,AltaGas / Vopak Development Canada Inc.,Ridley Island Energy Export Facility (REEF) ,BC,Private,2019,2024,6,In Review,In Review,1,0,750.0,0.757,54.314188,-130.322183,Energy,"DER, Storage, EV",Yes,EN-DER,3,0.06390513507558263,0.30442166614707683,0.25,0.015777536125827107,0.04465409549568042,0.17861638198272167,0.07413950081419685,0.056448257623086986
4125,Nisgaa Nation,Nisgaa LNG,BC,Private,2019,2024,6,Announced & Planning,Announced & Planning,1,0,10000.0,0.976,54.901569,-130.072604,Energy,Oil & Gas - Downstream,No,EN-OG-D,4,0.007828627205537945,0.22825844439146817,0.25,0.011853660127980059,0.00943864037451479,0.03775456149805916,0.015105914714142354,0.011705550110365816
4126,Devon Energy Corporation/ BP JV,Pike ,AB,Private,2019,2024,6,Announced & Planning,Announced & Planning,1,0,1900.0,0.891,55.599405,-110.995766,Energy,Clean Electricity,Yes,EN-CLEL,4,0.9291019674510724,0.9838047529420494,0.25,0.05009666683947622,0.5774998472064339,2.3099993888257355,0.967377865998893,0.7334510547234174
4153,DP Energy Limited (Haligonia Tidal Energy Ltd. / Rio Fundo Operations Canada Ltd.),Uisce Tapa In-Stream Tidal Energy Project,NS,Private,2019,2024,6,Approved,Approved,1,0,117.0,0.384,45.367408,-63.70584,Energy,Clean Electricity,Yes,EN-CLEL,1,0.5850280328986679,0.4214888055286186,0.25,0.021778394213436747,0.3597281774245754,1.4389127096983017,0.6023153508620886,0.4567630467995807
4162,Waroona Energy Inc.,Superior Lake (formerly Pick Lake/Winston Lake Zinc Project),ON,Private,2020,2024,5,Announced & Planning,Announced & Planning,1,0,145.0846,0.439,49.011,-87.41,Mining,Other,No,MIN-OTH,1,0.6393275762754627,0.4184698127951961,0.25,0.021624101300653176,0.39224618628553887,1.5689847451421555,0.6568270608283826,0.49807853610267633
4163,Canadian Premium Sand,Wanipigow,MB,Private,2020,2024,5,Announced & Planning,Approved,1,0,124.0,0.401,,,Mining,Other,No,MIN-OTH,1,0.4633966401274785,0.36677731695795324,0.25,0.018978452511251964,0.2856293650809879,1.1425174603239516,0.4780994745275004,0.3626174088595929
4164,Copper Mountain Mining Corp.,New Ingerbelle,BC,Private,2020,2024,5,Announced & Planning,In Review,1,0,183.0,0.479,49.33,-120.53,Mining,Critical Mineral,Yes,MIN-CM,1,0.006954471598443828,0.13700417583897828,0.25,0.007131698353477711,0.0070253623004573815,0.028101449201829526,0.011060405193448529,0.008639379457653841
4166,Foran Mining Corp.,McIlvenna Bay,SK,Private,2020,2024,5,Announced & Planning,Approved,1,0,368.0,0.623,54.66,-102.89,Mining,Other,No,MIN-OTH,2,0.13002983666261173,0.29399119366916854,0.25,0.015241087675758047,0.08411433706787025,0.336457348271481,0.14028885371523958,0.10658414372681799
4169,Allegiance Coal,Telkwa (Delete same project as Tenas Project (ID3610),BC,Private,2020,2024,5,Announced & Planning,Announced & Planning,1,0,73.216,0.289,,,Mining,Coal,No,MIN-COAL,0,0.0013402956476757457,0.11602217821202393,0.25,0.006042796010110707,0.0032212957926497305,0.012885183170598922,0.004683441245479441,0.003806153973781615
4188,Alpin Sun,Airport City Solar,AB,Private,2020,2024,5,Announced & Planning,Announced & Planning,1,0,169.0,0.464,53.29107862,-113.5936546,Energy,Clean Electricity,Yes,EN-CLEL,1,0.9550504018680642,1.1111298938078658,0.25,0.056394083240398296,0.5955878744169979,2.3823514976679916,0.9976998115208515,0.7564326492585394
4198,Climate Transition Development Corporation,Greenview Geothermal Power Plant (Alberta No. 1),AB,Private,2020,2024,5,Announced & Planning,Announced & Planning,1,0,106.0,0.366,54.8418269,-117.6498413,Energy,Clean Electricity,Yes,EN-CLEL,1,0.9550504018680642,1.1808447139184974,0.25,0.059824426436066225,0.596960011695265,2.38784004678106,1.0,0.758176007017159
4204,Jupiter Hydro,In-Stream Tidal Demonstration Project,NS,Public,2020,2024,5,Announced & Planning,Approved,1,0,23.3,0.119,45.357404,-64.409667,Energy,Clean Electricity,Yes,EN-CLEL,0,0.3490342673947641,0.4479339731186769,0.25,0.023128898683524746,0.21867211991026836,0.8746884796410734,0.3658553963462586,0.27754543048466446
4216,NRStor and Six Nations of the Grand River Development Corporation Oneida Energy Storage LP,Oneida Energy Storage,ON,Private,2020,2024,5,Announced & Planning,Approved,1,0,800.0,0.777,,,Energy,"DER, Storage, EV",Yes,EN-DER,3,0.8442128377643133,1.1668811827170842,0.25,0.05913834598154388,0.5301830410512055,2.120732164204822,0.8880581258298837,0.6733330749626768
4220,Port Hawkesbury Paper,Goose Harbour Lake Wind Farm (formerly Pirate Harbour),NS,Private,2020,2024,5,Announced & Planning,Approved,1,0,155.0,0.452,45.6056941,-61.3709266,Energy,Clean Electricity,Yes,EN-CLEL,1,0.6153885702211679,0.39660491020374966,0.25,0.020505916039659677,0.37743550854856456,1.5097420341942582,0.631999114792259,0.4792609510460424
4224,WindRiver Power Corp. & TC Energy,Canyon Creek Hydro Power Project (storage),AB,Private,2020,2024,5,Announced & Planning,In Review,1,0,200.0,0.491,53.53010506,-117.5245285,Energy,Clean Electricity,Yes,EN-CLEL,1,0.9550504018680642,1.1111298938078658,0.25,0.056394083240398296,0.5955878744169979,2.3823514976679916,0.9976998115208515,0.7564326492585394
4231,Enbridge Frontier Inc.,Frontier NGL Plant and Pipeline Project,BC,Private,2020,2024,5,Announced & Planning,Announced & Planning,1,0,2500.0,0.913,55.712509,-121.6689065,Energy,Trans & Distr,No,EN-T&D,4,0.0342336096050978,0.22825844439146817,0.25,0.011853660127980059,0.025281629814250705,0.10112651925700282,0.041664381102122595,0.031834730329399465
5002,Inuvialuit Petroleum Corporation,Inuvialuit Energy Security Project,NT,Private,2021,2024,4,Announced & Planning,Approved,1,0,160.0,0.456,69.297389,-133.076278,Energy,Clean Electricity,Yes,EN-CLEL,1,0.9110966592802525,0.577765306323898,1.0,0.02973214069140029,0.5585508518447116,0.5585508518447116,0.2333657138633067,0.42847679665214966
5010,Deh Tai GP Ltd,Clarke Lake Geothermal Development,BC,Private,2021,2024,4,Announced & Planning,Announced & Planning,1,0,100.0,0.343,,,Energy,Clean Electricity,Yes,EN-CLEL,1,0.2504756651240083,0.3438202677586979,1.0,0.017801205832257083,0.15740588140730782,0.15740588140730782,0.06525042137708786,0.12054369739521983
5014,"Nisga'a Nation, Western LNG, Rockies LNG Partners",Ksi Lisims LNG,BC,Private,2021,2024,4,Announced & Planning,Announced & Planning,1,0,10000.0,0.976,,,Energy,Oil & Gas - Downstream,No,EN-OG-D,4,0.02138310546857932,0.22825844439146817,1.0,0.011853660127980059,0.017571327332339615,0.017571327332339615,0.0066473509400833694,0.013201736775437116
5016,Pace Canada LP,Caroline Solar Project,AB,Private,2021,2024,4,Announced & Planning,Announced & Planning,1,0,17.0,0.082,,,Energy,Clean Electricity,Yes,EN-CLEL,0,0.9455720921326908,1.2549336006167915,1.0,0.06345632950990021,0.5927257870835746,0.5927257870835746,0.2476880403457113,0.45471068838842926
5017,Pace Canada LP,Hannah Sheerness Solar Project,AB,Private,2021,2024,4,Announced & Planning,Announced & Planning,1,0,17.2,0.083,,,Energy,Clean Electricity,Yes,EN-CLEL,0,0.9455720921326908,1.2549336006167915,1.0,0.06345632950990021,0.5927257870835746,0.5927257870835746,0.2476880403457113,0.45471068838842926
5018,Tlingit Homeland Energy Limited Partnership (THELP),Atlin Hydro Expansion project,BC,Private,2021,2024,4,Announced & Planning,Announced & Planning,1,0,330.0,0.595,,,Energy,Clean Electricity,Yes,EN-CLEL,2,0.21254523108576506,0.323521774794583,1.0,0.01675911424411447,0.13423078434910482,0.13423078434910482,0.0555380019091632,0.10275367137312816
5019,AWP Industrial Park,"pellet mill, sawmill, biomass power plant and logistics",NT,Private,2021,2024,4,Announced & Planning,Announced & Planning,1,0,20.0,0.089,60.44313,-116.34148,Forest,Lumber,No,FOR-LUM,0,0.45658048544962626,0.6917793975542401,1.0,0.035494095548093685,0.28814592948901324,0.28814592948901324,0.12004208783859713,0.2209043928288468
5025,Interfor Corporation,Mill improvement,BC,Private,2021,2024,4,Announced & Planning,Announced & Planning,1,0,35.0,0.158,49.335625,-117.737002,Forest,Pulp & Paper,No,FOR-P&P,0,0.10342778086645331,0.3873643779116232,1.0,0.02003296515006625,0.07006985457989848,0.07006985457989848,0.028648886329385476,0.05350146727969328
