Unique ID,company,project,province,group,sector,reporting_years,_cost_quintile_bayes,cost_percentile,cleantech,greenfield_flag,FOAK_flag,indigenous_flag_overlay,mpo_flag,overlay_mode,p_bayes,risk_score,risk_score_adj,p_cox_engine,blended_engine,t0_orig,t0_adj,delta_t,knot_before,knot_after,knot_changed,p_cox_cond_status,p_cox_cond_overlay,delta_p_cox_cond,blended_status,blended_overlay,delta_blended,years_remaining_status,years_remaining_overlay,priority_index_status,priority_index_overlay,delta_priority_index,EV_status,EV_overlay,delta_EV
515,Athabasca Oil Corporation,Dover West Clastics,AB,Oil & Gas - Upstream,Energy,6,3,0.73,No,1,0,1,0,indigenous_only,0.831350350343411,0.3504683879178783,0.3855152267096662,0.1914478316705125,0.5113990910069617,6.0,5.0,-1.0,4,4,0,0.0,0.0,0.0,0.4156751751717055,0.4156751751717055,0.0,0.25,0.25,1.662700700686822,1.662700700686822,0.0,255.64023273059888,255.64023273059888,0.0
522,BURNCO Rock Products Ltd.,BURNCO Aggregate Project (McNab Creek),BC,Other,Mining,8,0,0.253,No,1,0,1,0,indigenous_only,0.004055126347325657,0.010113177766380705,0.011124495543018776,0.0061134646226505,0.005084295484988078,8.0,7.0,-1.0,4,4,0,0.0,0.0,0.0,0.0020275631736628285,0.0020275631736628285,0.0,0.25,0.25,0.008110252694651314,0.008110252694651314,0.0,0.1216537904197697,0.1216537904197697,0.0
530,Centermount Coal Limited,Bingay Main Metallurgical Coal,BC,Coal,Mining,6,2,0.67,No,1,0,1,0,indigenous_only,0.0023817377883598155,0.006621041783606765,0.007283145961967442,0.004006687854646085,0.00319421282150295,6.0,5.0,-1.0,4,4,0,0.0,0.0,0.0,0.0011908688941799077,0.0011908688941799077,0.0,0.25,0.25,0.004763475576719631,0.004763475576719631,0.0,0.5716170692063557,0.5716170692063557,0.0
533,Granite Creek Copper,Carmacks Copper Project,YK,Base Metal,Mining,8,2,0.588,No,1,0,1,0,indigenous_only,0.6701230987375606,0.09780110823644438,0.10758121906008883,0.057578543369193436,0.363850821053377,8.0,7.0,-1.0,4,4,0,0.0,0.0,0.0,0.3350615493687803,0.3350615493687803,0.0,0.25,0.25,1.3402461974751212,1.3402461974751212,0.0,107.55475734737847,107.55475734737847,0.0
536,ecoTECH Energy Group (Canada) Inc,Biomass Project - McBride,BC,Waste Biomass,Energy,8,1,0.425,Yes,1,0,1,0,indigenous_only,0.0668474078768165,0.04301184258510639,0.04731302684361703,0.025743505770888575,0.04629545682385254,8.0,7.0,-1.0,4,4,0,0.0,0.0,0.0,0.03342370393840825,0.03342370393840825,0.0,0.25,0.25,0.133694815753633,0.133694815753633,0.0,4.679318551377156,4.679318551377156,0.0
545,Holmes Hydro,Robson Valley Hydroelectric Project,BC,Clean Electricity,Energy,6,1,0.49,Yes,1,0,1,0,indigenous_only,0.09180230755160419,0.04026363894372481,0.044290002838097295,0.024118650053169044,0.05796047880238662,6.0,5.0,-1.0,4,4,0,0.0,0.0,0.0,0.045901153775802096,0.045901153775802096,0.0,0.25,0.25,0.18360461510320839,0.18360461510320839,0.0,9.18023075516042,9.18023075516042,0.0
566,MEG Energy Corp.,Surmont (MEG),AB,Clean Electricity,Energy,8,4,0.946,Yes,1,0,1,0,indigenous_only,0.923268325324542,0.3443416025636087,0.3787757628199696,0.18843844252652264,0.5558533839255323,8.0,7.0,-1.0,4,4,0,0.0,0.0,0.0,0.461634162662271,0.461634162662271,0.0,0.25,0.25,1.846536650649084,1.846536650649084,0.0,2308.170813311355,2308.170813311355,0.0
584,Quicksilver Resources/ Kohlberg Kravis Roberts & Co. L.P. (KKR),Fortune Creek Gas Plant,BC,Oil & Gas - Downstream,Energy,8,3,0.764,No,1,0,1,0,indigenous_only,0.008974654914903249,0.024911897387969638,0.027403087126766604,0.01499206574075651,0.01198336032782988,8.0,7.0,-1.0,4,4,0,0.0,0.0,0.0,0.0044873274574516245,0.0044873274574516245,0.0,0.25,0.25,0.017949309829806498,0.017949309829806498,0.0,3.4103688676632347,3.4103688676632347,0.0
593,Enbridge,Westcoast Connector Gas Transmission Project,BC,Trans & Distr,Energy,8,4,0.965,No,1,0,1,0,indigenous_only,0.02787765713321269,0.02031116371651182,0.022342280088163004,0.012240350956273294,0.020059004044742992,8.0,7.0,-1.0,4,4,0,0.0,0.0,0.0,0.013938828566606346,0.013938828566606346,0.0,0.25,0.25,0.05575531426642538,0.05575531426642538,0.0,103.98366110688333,103.98366110688333,0.0
606,Treasury Metals Inc.,Goliath Complex,ON,Precious Metal,Mining,7,2,0.598,No,1,0,1,0,indigenous_only,0.6352045899213992,0.10639151310638358,0.11703066441702194,0.06247474025730926,0.3488396650893542,7.0,6.0,-1.0,4,4,0,0.0,0.0,0.0,0.3176022949606996,0.3176022949606996,0.0,0.25,0.25,1.2704091798427983,1.2704091798427983,0.0,106.39676881183436,106.39676881183436,0.0
