Unique ID,company,project,province,group,sector,reporting_years,_cost_quintile_bayes,cost_percentile,cleantech,greenfield_flag,FOAK_flag,indigenous_flag_overlay,mpo_flag,overlay_mode,p_bayes,risk_score,risk_score_adj,p_cox_engine,blended_engine,t0_orig,t0_adj,delta_t,knot_before,knot_after,knot_changed,p_cox_cond_status,p_cox_cond_overlay,delta_p_cox_cond,blended_status,blended_overlay,delta_blended,years_remaining_status,years_remaining_overlay,priority_index_status,priority_index_overlay,delta_priority_index,EV_status,EV_overlay,delta_EV
8032,PR Development GP Inc.,Prominence Solar Project,AB,Clean Electricity,Energy,1,1,0.388,Yes,1,0,1,1,both(ind_then_cap),0.9774903053972903,0.6069508932740268,0.6676459826014296,0.3079041747131399,0.6426972400552151,1.0,0.0,-1.0,2,2,0,0.27388175540028525,0.2967526829392,0.02287092753891473,0.6256860303987878,0.6371214941682452,0.011435463769457366,4.0,5.0,0.15642150759969695,0.12742429883364903,-0.028997208766047916,75.08232364785454,76.45457930018942,1.3722556523348857
8033,Canadian Utilities Limited,Yellowhead Mainline Natural Gas Pipeline,AB,NG Power Gen,Energy,1,4,0.893,No,1,0,1,1,both(ind_then_cap),0.918294983151807,0.29698923790680753,0.3266881616974883,0.16479865362291346,0.5415468183873602,1.0,0.0,-1.0,2,2,0,0.144954893326252,0.15824068990880324,0.013285796582551246,0.5316249382390295,0.5382678365303051,0.006642898291275623,4.0,5.0,0.13290623455975736,0.10765356730606102,-0.025252667253696348,1063.249876478059,1076.5356730606102,13.285796582551257
8035,Pouce Coupe Pipeline,Pouce Coupe Pipeline,AB,Trans & Distr,Energy,1,2,0.599,No,1,0,1,1,both(ind_then_cap),0.9284090736861459,0.40035020445350644,0.4403852248988571,0.21553743387868918,0.5719732537824176,1.0,0.0,-1.0,2,2,0,0.19030918651591233,0.2072228335489158,0.016913647033003465,0.5593591301010291,0.5678159536175309,0.008456823516501788,4.0,5.0,0.13983978252525728,0.11356319072350618,-0.026276591801751098,190.74146336445094,193.62524018357803,2.8837768191270925
8038,Cielo,Carseland Biomass Gasifier Project,AB,Waste Biomass,Energy,1,1,0.342,Yes,1,1,1,1,both(ind_then_cap),0.9656069769948992,0.1984181360738056,0.21825994968118617,0.11335700010645644,0.5394819885506779,1.0,0.0,-1.0,2,2,0,0.09933776342227085,0.10871181566856092,0.009374052246290066,0.532472370208585,0.53715939633173,0.004687026123145088,4.0,5.0,0.13311809255214624,0.10743187926634601,-0.02568621328580023,53.24723702085849,53.71593963317301,0.46870261231451593
8042,Canadian Natural Resources Ltd. (CNRL),Naphtha Recovery Unit Tailings Treatment Project,AB,Other,Energy,1,2,0.602,Yes,0,0,1,1,both(ind_then_cap),0.9470969410837469,0.6638273076293791,0.7302100383923171,0.33136599771483255,0.6392314693992898,1.0,0.0,-1.0,2,2,0,0.2953352188498656,0.31957412132253904,0.024238902472673463,0.6212160799668063,0.633335531203143,0.012119451236336731,4.0,5.0,0.15530401999170157,0.1266671062406286,-0.028636913751072968,217.4256279883822,221.66743592110006,4.241807932717876
8043,EDF EN Canada,Pe-Na-Koyim Wind Project,AB,Clean Electricity,Energy,1,2,0.649,Yes,1,0,1,1,both(ind_then_cap),0.9722794213868338,0.46559928178378684,0.5121592099621656,0.24596829858206015,0.609123859984447,1.0,0.0,-1.0,2,2,0,0.21769325115935168,0.236665687802174,0.018972436642822332,0.5949863362730927,0.6044725545945039,0.009486218321411166,4.0,5.0,0.14874658406827318,0.12089451091890077,-0.02785207314937241,252.8691929160644,256.90083570266415,4.031642786599747
8046,Mondi Group plc,Hinton Pulp Mill Expansion,AB,Pulp & Paper,Forest,1,3,0.709,No,0,0,1,1,both(ind_then_cap),0.7856301617443878,0.9251954553743302,1.0177150009117633,0.42936282366565415,0.607496492705021,1.0,0.0,-1.0,2,2,0,0.38605583751999617,0.41528833003855514,0.029232492518558972,0.585842999632192,0.6004592458914715,0.014616246259279486,4.0,5.0,0.146460749908048,0.1200918491782943,-0.026368900729753703,342.1323117852001,350.66819960061935,8.535887815419244
8059,BC Hydro,Bridge River 1 Replace Units 1-4 Generators / Governors Project,BC,Clean Electricity,Energy,1,2,0.584,Yes,0,0,1,1,both(ind_then_cap),0.1843981297422051,0.04974541852831967,0.05471996038115164,0.029713258405794418,0.10705569407399976,1.0,0.0,-1.0,2,2,0,0.025889497686036433,0.028441292922774863,0.00255179523673843,0.10514381371412077,0.10641971133248998,0.001275897618369215,4.0,5.0,0.02628595342853019,0.021283942266497997,-0.005002011162032194,32.9100136925198,33.30936964706937,0.39935595454956996
8065,HTEC,H2 Gateway Project,BC,Low Carbon Fuels,Energy,1,3,0.785,Yes,1,1,1,1,both(ind_then_cap),0.06250745312178581,0.009309090282647531,0.010239999310912285,0.005628760553927359,0.034068106837856584,1.0,0.0,-1.0,2,2,0,0.004896612674652356,0.0053849532755508855,0.0004883406008985292,0.03370203289821908,0.03394620319866835,0.0002441703004492646,4.0,5.0,0.00842550822455477,0.006789240639733669,-0.0016362675848211015,27.972687305521838,28.175348654894727,0.20266134937288882
8066,Hydra Energy,Prince George Project,BC,Clean Electricity,Energy,1,0,0.261,Yes,1,0,1,1,both(ind_then_cap),0.08575828470140565,0.050808613167470984,0.055889474484218084,0.030338580207641908,0.05804843245452378,1.0,0.0,-1.0,2,2,0,0.02643544815676302,0.029040248454223483,0.0026048002974604634,0.05609686642908433,0.057399266577814564,0.0013024001487302317,4.0,5.0,0.014024216607271083,0.011479853315562913,-0.0025443632917081706,3.4780057186032285,3.558754527824503,0.0807488092212747
8068,Teralta Hydrogen Solutions,Teralta Hydrogen Project,BC,Low Carbon Fuels,Energy,1,0,0.167,Yes,1,1,1,1,both(ind_then_cap),0.024899353536966172,0.017439762025032453,0.0191837382275357,0.010519060972484784,0.017709207254725478,1.0,0.0,-1.0,2,2,0,0.009153753030192058,0.010064507106626652,0.0009107540764345945,0.017026553283579115,0.017481930321796412,0.00045537703821729725,4.0,5.0,0.004256638320894779,0.0034963860643592824,-0.0007602522565354963,0.6129559182088481,0.6293494915846708,0.0163935733758227
8069,Salish Elements & Xaxli'p First Nation,Salish Elements Green Hydrogen Production Project,BC,Low Carbon Fuels,Energy,1,0,0.328,Yes,1,1,1,1,both(ind_then_cap),0.024899353536966172,0.014808624602479148,0.016289487062727065,0.008939166321328074,0.016919259929147123,1.0,0.0,-1.0,2,2,0,0.007778112147402427,0.008552588122378801,0.0007744759749763741,0.0163387328421843,0.016725970829672487,0.00038723798748818705,4.0,5.0,0.004084683210546075,0.003345194165934497,-0.0007394890446115777,1.470485955796587,1.5053373746705239,0.034851418873936835
8070,Mcleod Lake Indian Band,Tse'khene Energy Transition Hub,BC,Clean Electricity,Energy,1,4,0.946,Yes,1,1,1,1,both(ind_then_cap),0.1638399498197536,0.007904627551020576,0.008695090306122633,0.004781583098501407,0.08431076645912751,1.0,0.0,-1.0,2,2,0,0.004159399279482834,0.004574386484607507,0.0004149872051246728,0.08399967454961822,0.08420716815218056,0.0002074936025623364,4.0,5.0,0.020999918637404556,0.016841433630436112,-0.004158485006968443,419.9983727480911,421.0358407609028,1.0374680128116438
8071,HTEC,BCH2 Ports Hydrogen Vehicle Demonstration & Commercialized Project,BC,Low Carbon Fuels,Energy,1,0,0.108,Yes,1,1,1,1,both(ind_then_cap),0.024899353536966172,0.018516915888947303,0.020368607477842034,0.011165122729029586,0.01803223813299788,1.0,0.0,-1.0,2,2,0,0.009716372367914006,0.01068280196490845,0.0009664295969944448,0.01730786295244009,0.01779107775093731,0.0004832147984972224,4.0,5.0,0.004326965738110022,0.0035582155501874624,-0.0007687501879225598,0.38077298495368195,0.39140371052062084,0.010630725566938892
8075,Teck Resources Ltd.,Fording River Castle Expansion,BC,Other,Mining,1,4,0.905,No,0,0,1,1,both(ind_then_cap),0.021034844228272405,0.007088651877947013,0.007797517065741715,0.004289051909344588,0.012661948068808496,1.0,0.0,-1.0,2,2,0,0.0037308365051436088,0.0041031537445339605,0.0003723172393903518,0.012382840366708007,0.012568998986403183,0.0001861586196951759,4.0,5.0,0.0030957100916770017,0.0025137997972806366,-0.0005819102943963651,28.480532843428417,28.90869766872732,0.42816482529890365
8076,Galore Creek Mining Corporation (Newmont & Teck),Galore Creek,BC,Other,Mining,1,4,0.952,No,1,0,1,1,both(ind_then_cap),0.021034844228272405,0.004971882273077719,0.005469070500385491,0.003010211664572493,0.012022527946422449,1.0,0.0,-1.0,2,2,0,0.0026182170618294087,0.0028796614431687573,0.00026144438133934855,0.011826530645050907,0.011957252835720581,0.00013072219066967428,4.0,5.0,0.0029566326612627267,0.0023914505671441162,-0.0005651820941186105,61.02489812846268,61.6994246323182,0.6745265038555175
8077,North Coal,Michel Coal,BC,Coal,Mining,1,2,0.602,No,1,0,1,1,both(ind_then_cap),0.00656790544028238,0.00709454938276982,0.007804004321046803,0.004292612577403321,0.00543025900884285,1.0,0.0,-1.0,2,2,0,0.0037339346255300665,0.00410656040284596,0.00037262577731589364,0.005150920032906223,0.0053372329215641695,0.00018631288865794682,4.0,5.0,0.0012877300082265557,0.001067446584312834,-0.00022028342391372177,1.802822011517178,1.8680315225474593,0.06520951103028128
8078,FPX Nickel Corp.,Baptiste Nickel (Decar),BC,Critical Mineral,Mining,1,4,0.918,Yes,1,0,1,1,both(ind_then_cap),0.009919864556798873,0.006297237003604909,0.0069269607039654,0.0038111130109501623,0.006865488783874518,1.0,0.0,-1.0,2,2,0,0.0033149972452214405,0.0036458919613431284,0.00033089471612168797,0.006617430901010157,0.006782878259071001,0.00016544735806084399,4.0,5.0,0.0016543577252525392,0.0013565756518142001,-0.0002977820734383391,18.99864411680016,19.473643481792845,0.4749993649926836
8084,Two Utilities,NS-NB Transmission Line,Multi,Trans & Distr,Energy,1,4,0.884,No,1,0,1,1,both(ind_then_cap),0.6762338846687918,0.29971680888744756,0.32968848977619236,0.16617884349721757,0.42120636408300466,1.0,0.0,-1.0,2,2,0,0.1461837657185111,0.15957135006251244,0.013387584344001335,0.41120882519365143,0.4179026173656521,0.006693792172000668,4.0,5.0,0.10280220629841286,0.08358052347313041,-0.019221682825282443,699.0550028292074,710.4344495216086,11.379446692401189
8088,Atlas Salt,St. Georges Great Atlantic Salt Project,NL,Other,Mining,1,2,0.67,No,1,0,1,1,both(ind_then_cap),0.6813613675661941,0.044203025755248586,0.04862332833077345,0.026446943573277815,0.353904155569736,1.0,0.0,-1.0,2,2,0,0.023038517100679834,0.025312972277171997,0.0022744551764921628,0.352199942333437,0.35333716992168307,0.0011372275882460814,4.0,5.0,0.08804998558335925,0.07066743398433661,-0.017382551599022633,169.05597232004976,169.60184156240788,0.5458692423581226
8092,MTC,Mass Timber Manufacturing Plant start up,NS,Other,Forest,1,1,0.514,Yes,1,0,1,1,both(ind_then_cap),0.5343674050009112,1.0152662748206358,1.1167929023026995,0.4596926032706814,0.4970300041357963,1.0,0.0,-1.0,2,2,0,0.41453286155129043,0.44505137964323727,0.030518518091946834,0.4744501332761008,0.4897093923220742,0.015259259045973417,4.0,5.0,0.1186125333190252,0.09794187846441485,-0.02067065485461035,102.00677865436167,105.28751934924595,3.2807406948842868
8093,"Torchlight, Municipality of New Glasgow Pictou Landing First nation",District Energy System,NS,Other,Forest,1,1,0.49,Yes,1,0,1,1,both(ind_then_cap),0.5343674050009112,1.0403217094504775,1.1443538803955253,0.46783924605258986,0.5011033255267505,1.0,0.0,-1.0,2,2,0,0.4222169566134508,0.45305800381305494,0.03084104719960412,0.478292180807181,0.49371270440698306,0.01542052359980206,4.0,5.0,0.11957304520179525,0.09874254088139661,-0.020830504320398638,95.6584361614362,98.74254088139661,3.0841047199604077
8094,Vyterra / Ledwidge Lumber,Liquid Biofuel manufacturing plant,NS,Other,Forest,1,1,0.49,Yes,1,1,1,1,both(ind_then_cap),0.5343674050009112,0.3245655175426233,0.3570220692968857,0.17864807548716022,0.3565077402440357,1.0,0.0,-1.0,2,2,0,0.15729801453586723,0.17159746565908818,0.014299451123220952,0.3458327097683892,0.3529824353299997,0.007149725561610476,4.0,5.0,0.0864581774420973,0.07059648706599994,-0.01586169037609736,69.16654195367784,70.59648706599994,1.4299451123221019
8095,Canadian Gypsum Company Inc. (CGC),Little Narrows Gypsum,NS,Other,Mining,1,1,0.361,No,1,0,1,1,both(ind_then_cap),0.28172253996864594,0.12316456732928739,0.13548102406221615,0.07196152791676236,0.17684203394270415,1.0,0.0,-1.0,2,2,0,0.06288016074967928,0.06894648205800413,0.006066321308324851,0.1723013503591626,0.17533451101332503,0.0030331606541624256,4.0,5.0,0.04307533758979065,0.03506690220266501,-0.008008435387125645,17.91934043735291,18.234789145385804,0.3154487080328927
8106,Nova Scotia Power & WMA,NSP Battery Storage,NS,"DER, Storage, EV",Energy,1,2,0.616,Yes,1,0,1,1,both(ind_then_cap),0.6306781340206024,0.4814712853763501,0.5296184139139851,0.25319040452017627,0.4419342692703893,1.0,0.0,-1.0,2,2,0,0.2242132379094537,0.24366081533100692,0.01944757742155323,0.427445685965028,0.43716947467580464,0.009723788710776615,4.0,5.0,0.106861421491257,0.08743389493516093,-0.019427526556096072,151.3157728316199,154.75799403523484,3.4422212036149347
8107,Ontario Power Generation,Sir Adam Beck Complex Refurbishment,ON,Clean Electricity,Energy,1,3,0.805,Yes,0,0,1,1,both(ind_then_cap),0.944844975303207,0.5935749403438297,0.6529324343782128,0.3022680053588669,0.6235564903310369,1.0,0.0,-1.0,2,2,0,0.2687422833405806,0.2912753987595563,0.022533115418975735,0.6067936293218938,0.6180601870313817,0.011266557709487812,4.0,5.0,0.15169840733047346,0.12361203740627633,-0.028086369924197135,606.7936293218938,618.0601870313817,11.26655770948787
8108,Ontario Power Generation,R.H. Saunders Refurbishment,ON,Clean Electricity,Energy,1,3,0.714,Yes,0,0,1,1,both(ind_then_cap),0.944844975303207,0.6510593678399729,0.7161653046239702,0.32616936294936394,0.6355071691262855,1.0,0.0,-1.0,2,2,0,0.2905750745002216,0.3145163704856755,0.023941295985453914,0.6177100249017142,0.6296806728944413,0.011970647992727068,4.0,5.0,0.15442750622542856,0.12593613457888825,-0.02849137164654031,370.62601494102853,377.8084037366648,7.182388795636257
8115,Potentia Renewables Inc.,Skyview 2 Battery Energy Storage System,ON,"DER, Storage, EV",Energy,1,3,0.757,Yes,1,0,1,1,both(ind_then_cap),0.9171875754971158,0.458503227326567,0.5043535500592238,0.24271688742573594,0.5799522314614258,1.0,0.0,-1.0,2,2,0,0.2147605977122179,0.2335174143902281,0.018756816678010213,0.5659740866046669,0.5753524949436719,0.009378408339005051,4.0,5.0,0.14149352165116671,0.11507049898873438,-0.026423022662432336,424.48056495350016,431.5143712077539,7.033806254253761
8130,Hydro One,Longwood to Lakeshore Phase 1,ON,Trans & Distr,Energy,1,3,0.776,No,1,0,1,1,both(ind_then_cap),0.8636460496103932,0.3675619172577065,0.40431810898347714,0.19978506036494414,0.5317155549876686,1.0,0.0,-1.0,2,2,0,0.17618863673157403,0.19200149740623274,0.015812860674658702,0.5199173431709836,0.5278237735083129,0.007906430337329295,4.0,5.0,0.1299793357927459,0.10556475470166257,-0.024414581091083326,415.9338745367869,422.2590188066503,6.325144269863415
8131,Hydro One,Longwood to Lakeshore Phase 2,ON,Trans & Distr,Energy,1,3,0.776,No,1,0,1,1,both(ind_then_cap),0.8636460496103932,0.3675619172577065,0.40431810898347714,0.19978506036494414,0.5317155549876686,1.0,0.0,-1.0,2,2,0,0.17618863673157403,0.19200149740623274,0.015812860674658702,0.5199173431709836,0.5278237735083129,0.007906430337329295,4.0,5.0,0.1299793357927459,0.10556475470166257,-0.024414581091083326,415.9338745367869,422.2590188066503,6.325144269863415
8132,Hydro One,Mississagi to Third Line Transmission Line,ON,Trans & Distr,Energy,1,2,0.523,No,1,0,1,1,both(ind_then_cap),0.8539428429402403,0.4752723265739527,0.522799559231348,0.25037801295483564,0.552160427947538,1.0,0.0,-1.0,2,2,0,0.22167328850726042,0.240936464673004,0.01926317616574358,0.5378080657237503,0.5474396538066222,0.0096315880828719,4.0,5.0,0.13445201643093757,0.10948793076132443,-0.02496408566961314,123.69585511646257,125.9111203755231,2.21526525906053
8133,Hydro One,Northeast Power Line (Mississagi to Hanmer Transmissio Line),ON,Trans & Distr,Energy,1,3,0.732,No,1,0,1,1,both(ind_then_cap),0.8636460496103932,0.3843627519624989,0.42279902715874884,0.20789575244520808,0.5357709010278007,1.0,0.0,-1.0,2,2,0,0.18345455186875081,0.1998371236399844,0.01638257177123359,0.523550300739572,0.5317415866251888,0.008191285885616795,4.0,5.0,0.130887575184893,0.10634831732503776,-0.024539257859855237,340.3076954807218,345.6320313063727,5.3243358256509055
