Unique ID,company,project,province,group,sector,reporting_years,_cost_quintile_bayes,cost_percentile,cleantech,greenfield_flag,FOAK_flag,indigenous_flag_overlay,mpo_flag,overlay_mode,p_bayes,risk_score,risk_score_adj,p_cox_engine,blended_engine,t0_orig,t0_adj,delta_t,knot_before,knot_after,knot_changed,p_cox_cond_status,p_cox_cond_overlay,delta_p_cox_cond,blended_status,blended_overlay,delta_blended,years_remaining_status,years_remaining_overlay,priority_index_status,priority_index_overlay,delta_priority_index,EV_status,EV_overlay,delta_EV
100,Alamos Gold Inc.,Lynn Lake (Gordon site),MB,Precious Metal,Mining,7,2,0.651,No,1,0,0,1,mpo_only,0.4589644562185186,0.09173837853190975,0.09173837853190975,0.054107639617806846,0.25653604791816276,7.0,2.0,-5.0,4,2,1,0.0,0.04722187875822903,0.04722187875822903,0.2294822281092593,0.25309316748837385,0.023610939379114543,0.25,3.0,0.9179289124370372,0.08436438916279128,-0.8335645232742459,99.6710161346946,109.9259554352254,10.254939300530808
114,NWP Coal Canada Ltd.,Crown Mountain Coal Project,BC,Coal,Mining,8,2,0.665,No,1,0,0,1,mpo_only,0.002610153277558395,0.006654755437089577,0.006654755437089577,0.0040270483565761905,0.003318600817067293,8.0,2.0,-6.0,4,2,1,0.0,0.0035028724203910455,0.0035028724203910455,0.0013050766387791976,0.0030565128489747203,0.0017514362101955228,0.25,3.0,0.00522030655511679,0.0010188376163249068,-0.0042014689387918835,0.6107758669486645,1.4304480133201691,0.8196721463715047
126,Connacher Oil & Gas Ltd.,Great Divide,AB,Oil & Gas - Upstream,Energy,8,3,0.714,No,1,0,0,1,mpo_only,0.8438338844647565,0.3562109933940591,0.3562109933940591,0.19425838479597346,0.519046134630365,8.0,2.0,-6.0,4,2,1,0.0,0.17124310152350408,0.17124310152350408,0.42191694223237824,0.5075384929941302,0.08562155076175199,0.25,3.0,1.687667768929513,0.16917949766471008,-1.518488271264803,253.15016533942693,304.5230957964781,51.37293045705118
130,Corporation Lithium Elements Critiques,Rose Lithium-Tantalum Mine,QC,Critical Mineral,Mining,8,3,0.728,Yes,1,0,0,1,mpo_only,0.01814049977337084,0.03637339144519333,0.03637339144519333,0.0218139349066806,0.01997721734002572,8.0,2.0,-6.0,4,2,1,0.0,0.018996764751322837,0.018996764751322837,0.00907024988668542,0.01856863226234684,0.00949838237566142,0.25,3.0,0.03628099954674168,0.0061895440874489465,-0.030091455459292735,5.533759455866775,11.328722543257808,5.794963087391032
140,Canadian Natural Resources Limited,Pike (Formely Kirby),AB,Oil & Gas - Upstream,Energy,8,4,0.967,No,1,0,0,1,mpo_only,0.8121271970440334,0.27548331421694894,0.27548331421694894,0.1538360246823235,0.4829816108631784,8.0,2.0,-6.0,4,2,1,0.0,0.13520351807236786,0.13520351807236786,0.4060635985220167,0.4736653575582006,0.06760175903618393,0.25,3.0,1.6242543940880667,0.1578884525194002,-1.4663659415686665,3126.6897086195286,3647.2232531981444,520.5335445786159
165,WindRiver Power Corp.,Kinskuch Hydroelectric Project,BC,Clean Electricity,Energy,8,2,0.573,Yes,1,0,0,1,mpo_only,0.08214215401522039,0.037008136913726716,0.037008136913726716,0.022190351001816433,0.05216625250851841,8.0,2.0,-6.0,4,2,1,0.0,0.019325049981420483,0.019325049981420483,0.041071077007610195,0.050733601998320436,0.009662524990710242,0.25,3.0,0.16428430803044078,0.016911200666106813,-0.14737310736433396,12.321323102283058,15.22008059949613,2.8987574972130723
186,Fortune Minerals Limited,NICO Cobalt-Gold-Bismuth Mine,NT,Precious Metal,Mining,8,3,0.712,No,1,0,0,1,mpo_only,0.2871126354914788,0.08622647891386837,0.08622647891386837,0.05094099266743224,0.16902681407945552,8.0,2.0,-6.0,4,2,1,0.0,0.044448697115049285,0.044448697115049285,0.1435563177457394,0.16578066630326405,0.022224348557524642,0.25,3.0,0.5742252709829576,0.05526022210108802,-0.5189650488818696,84.5546711522405,97.64481245262252,13.090141300382015
188,Fosthall Creek Power LP,Fosthall Creek Hydropower Project,BC,Clean Electricity,Energy,7,0,0.214,Yes,1,0,0,1,mpo_only,0.040640835064079305,0.05329317438419926,0.05329317438419926,0.03179831310868775,0.03621957408638353,7.0,2.0,-5.0,4,2,1,0.0,0.02771007767882583,0.02771007767882583,0.020320417532039652,0.03417545637145257,0.013855038839412918,0.25,3.0,0.08128167012815861,0.01139181879048419,-0.06988985133767442,1.0160208766019827,1.7087728185726285,0.6927519419706458
205,Giga Metals Corp. & Mitsubishi Corporation,Turnagain Project,BC,Critical Mineral,Mining,5,4,0.912,Yes,1,0,0,1,mpo_only,0.004089459372311329,0.006335734417601101,0.006335734417601101,0.003834367074731837,0.003961913223521582,5.0,2.0,-3.0,4,2,1,0.0,0.0033352292558610497,0.0033352292558610497,0.0020447296861556643,0.003712344314086189,0.0016676146279305248,0.25,3.0,0.008178918744622657,0.0012374481046953964,-0.00694147063992726,5.033204358956476,9.13812114633886,4.1049167873823835
207,Harvest Operations Corp.,BlackGold Oil Sands Project,AB,Oil & Gas - Upstream,Energy,8,2,0.701,No,1,0,0,1,mpo_only,0.8329934386661862,0.3609460749355137,0.3609460749355137,0.19656848393828896,0.5147809613022376,8.0,2.0,-6.0,4,2,1,0.0,0.17330974962304446,0.17330974962304446,0.4164967193330931,0.5031515941446154,0.08665487481152229,0.25,3.0,1.6659868773323725,0.16771719804820515,-1.4982696792841674,224.9082284398703,271.70186083809233,46.79363239822203
